Spacecraft: FINCHSat

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
01 Jun 2020 12:53:21.956    01 Jun 2020 12:53:31.681      9.7254479653    Earth           Penumbra    1             2058.7402317
01 Jun 2020 12:53:31.681    01 Jun 2020 13:27:31.032      2039.3508478    Earth           Umbra       1             2058.7402317
01 Jun 2020 13:27:31.032    01 Jun 2020 13:27:40.696      9.6639359021    Earth           Penumbra    1             2058.7402317
01 Jun 2020 14:27:13.703    01 Jun 2020 14:27:23.426      9.7229129635    Earth           Penumbra    2             2058.9136177
01 Jun 2020 14:27:23.426    01 Jun 2020 15:01:22.956      2039.5307585    Earth           Umbra       2             2058.9136177
01 Jun 2020 15:01:22.956    01 Jun 2020 15:01:32.616      9.6599462209    Earth           Penumbra    2             2058.9136177
01 Jun 2020 16:01:05.340    01 Jun 2020 16:01:15.060      9.7199146519    Earth           Penumbra    3             2059.0943031
01 Jun 2020 16:01:15.060    01 Jun 2020 16:35:14.779      2039.7191193    Earth           Umbra       3             2059.0943031
01 Jun 2020 16:35:14.779    01 Jun 2020 16:35:24.434      9.6552691190    Earth           Penumbra    3             2059.0943031
01 Jun 2020 17:34:56.908    01 Jun 2020 17:35:06.625      9.7168358741    Earth           Penumbra    4             2059.3029245
01 Jun 2020 17:35:06.625    01 Jun 2020 18:09:06.561      2039.9357833    Earth           Umbra       4             2059.3029245
01 Jun 2020 18:09:06.561    01 Jun 2020 18:09:16.211      9.6503053559    Earth           Penumbra    4             2059.3029245
01 Jun 2020 19:08:48.440    01 Jun 2020 19:08:58.154      9.7139032558    Earth           Penumbra    5             2059.5441476
01 Jun 2020 19:08:58.154    01 Jun 2020 19:42:58.339      2040.1847814    Earth           Umbra       5             2059.5441476
01 Jun 2020 19:42:58.339    01 Jun 2020 19:43:07.984      9.6454629209    Earth           Penumbra    5             2059.5441476
01 Jun 2020 20:42:39.920    01 Jun 2020 20:42:49.631      9.7109668655    Earth           Penumbra    6             2059.8075373
01 Jun 2020 20:42:49.631    01 Jun 2020 21:16:50.086      2040.4558603    Earth           Umbra       6             2059.8075373
01 Jun 2020 21:16:50.086    01 Jun 2020 21:16:59.727      9.6407100675    Earth           Penumbra    6             2059.8075373
01 Jun 2020 22:16:31.336    01 Jun 2020 22:16:41.043      9.7076598904    Earth           Penumbra    7             2060.0807561
01 Jun 2020 22:16:41.043    01 Jun 2020 22:50:41.781      2040.7374558    Earth           Umbra       7             2060.0807561
01 Jun 2020 22:50:41.781    01 Jun 2020 22:50:51.416      9.6356403781    Earth           Penumbra    7             2060.0807561
01 Jun 2020 23:50:22.716    01 Jun 2020 23:50:32.420      9.7037547617    Earth           Penumbra    8             2060.3566033
01 Jun 2020 23:50:32.420    02 Jun 2020 00:24:33.443      2041.0229558    Earth           Umbra       8             2060.3566033
02 Jun 2020 00:24:33.443    02 Jun 2020 00:24:43.073      9.6298926976    Earth           Penumbra    8             2060.3566033
02 Jun 2020 01:24:14.088    02 Jun 2020 01:24:23.787      9.6993655781    Earth           Penumbra    9             2060.6358244
02 Jun 2020 01:24:23.787    02 Jun 2020 01:58:25.100      2041.3129298    Earth           Umbra       9             2060.6358244
02 Jun 2020 01:58:25.100    02 Jun 2020 01:58:34.723      9.6235289471    Earth           Penumbra    9             2060.6358244
02 Jun 2020 02:58:05.418    02 Jun 2020 02:58:15.113      9.6947673708    Earth           Penumbra    10            2060.9257560
02 Jun 2020 02:58:15.113    02 Jun 2020 03:32:16.727      2041.6140264    Earth           Umbra       10            2060.9257560
02 Jun 2020 03:32:16.727    02 Jun 2020 03:32:26.344      9.6169621451    Earth           Penumbra    10            2060.9257560
02 Jun 2020 04:31:56.636    02 Jun 2020 04:32:06.326      9.6900129458    Earth           Penumbra    11            2061.2311267
02 Jun 2020 04:32:06.326    02 Jun 2020 05:06:08.257      2041.9306370    Earth           Umbra       11            2061.2311267
02 Jun 2020 05:06:08.257    02 Jun 2020 05:06:17.867      9.6104767523    Earth           Penumbra    11            2061.2311267
02 Jun 2020 06:05:47.697    02 Jun 2020 06:05:57.382      9.6849155962    Earth           Penumbra    12            2061.5504599
02 Jun 2020 06:05:57.382    02 Jun 2020 06:39:59.644      2042.2616096    Earth           Umbra       12            2061.5504599
02 Jun 2020 06:39:59.644    02 Jun 2020 06:40:09.247      9.6039347816    Earth           Penumbra    12            2061.5504599
02 Jun 2020 07:39:38.627    02 Jun 2020 07:39:48.307      9.6794618061    Earth           Penumbra    13            2061.8870120
02 Jun 2020 07:39:48.307    02 Jun 2020 08:13:50.917      2042.6104242    Earth           Umbra       13            2061.8870120
02 Jun 2020 08:13:50.917    02 Jun 2020 08:14:00.514      9.5971259521    Earth           Penumbra    13            2061.8870120
02 Jun 2020 09:13:29.507    02 Jun 2020 09:13:39.181      9.6739602392    Earth           Penumbra    14            2062.2519944
02 Jun 2020 09:13:39.181    02 Jun 2020 09:47:42.169      2042.9878406    Earth           Umbra       14            2062.2519944
02 Jun 2020 09:47:42.169    02 Jun 2020 09:47:51.759      9.5901935943    Earth           Penumbra    14            2062.2519944
02 Jun 2020 10:47:20.397    02 Jun 2020 10:47:30.066      9.6686035744    Earth           Penumbra    15            2062.6461041
02 Jun 2020 10:47:30.066    02 Jun 2020 11:21:33.460      2043.3940928    Earth           Umbra       15            2062.6461041
02 Jun 2020 11:21:33.460    02 Jun 2020 11:21:43.043      9.5834077103    Earth           Penumbra    15            2062.6461041
02 Jun 2020 12:21:11.276    02 Jun 2020 12:21:20.940      9.6631318680    Earth           Penumbra    16            2063.0497220
02 Jun 2020 12:21:20.940    02 Jun 2020 12:55:24.750      2043.8099557    Earth           Umbra       16            2063.0497220
02 Jun 2020 12:55:24.750    02 Jun 2020 12:55:34.326      9.5766343991    Earth           Penumbra    16            2063.0497220
02 Jun 2020 13:55:02.071    02 Jun 2020 13:55:11.728      9.6571635338    Earth           Penumbra    17            2063.4453982
02 Jun 2020 13:55:11.728    02 Jun 2020 14:29:15.947      2044.2188287    Earth           Umbra       17            2063.4453982
02 Jun 2020 14:29:15.947    02 Jun 2020 14:29:25.516      9.5694059506    Earth           Penumbra    17            2063.4453982
02 Jun 2020 15:28:52.749    02 Jun 2020 15:29:02.400      9.6507095732    Earth           Penumbra    18            2063.8409490
02 Jun 2020 15:29:02.400    02 Jun 2020 16:03:07.028      2044.6287107    Earth           Umbra       18            2063.8409490
02 Jun 2020 16:03:07.028    02 Jun 2020 16:03:16.590      9.5615287428    Earth           Penumbra    18            2063.8409490
02 Jun 2020 17:02:52.993    02 Jun 2020 17:36:58.054      2045.0605414    Earth           Umbra       19            2054.6138566
02 Jun 2020 17:36:58.054    02 Jun 2020 17:37:07.607      9.5533152111    Earth           Penumbra    19            2054.6138566
02 Jun 2020 18:36:33.910    02 Jun 2020 18:36:43.548      9.6377457026    Earth           Penumbra    20            2064.7059718
02 Jun 2020 18:36:43.548    02 Jun 2020 19:10:49.071      2045.5230587    Earth           Umbra       20            2064.7059718
02 Jun 2020 19:10:49.071    02 Jun 2020 19:10:58.616      9.5451673726    Earth           Penumbra    20            2064.7059718
02 Jun 2020 20:10:24.420    02 Jun 2020 20:10:34.051      9.6313863527    Earth           Penumbra    21            2065.1769251
02 Jun 2020 20:10:34.051    02 Jun 2020 20:44:40.060      2046.0084111    Earth           Umbra       21            2065.1769251
02 Jun 2020 20:44:40.060    02 Jun 2020 20:44:49.597      9.5371276606    Earth           Penumbra    21            2065.1769251
02 Jun 2020 21:44:14.860    02 Jun 2020 21:44:24.485      9.6247067093    Earth           Penumbra    22            2065.6575480
02 Jun 2020 21:44:24.485    02 Jun 2020 22:18:30.989      2046.5039645    Earth           Umbra       22            2065.6575480
02 Jun 2020 22:18:30.989    02 Jun 2020 22:18:40.518      9.5288767247    Earth           Penumbra    22            2065.6575480
02 Jun 2020 23:18:05.253    02 Jun 2020 23:18:14.871      9.6174628590    Earth           Penumbra    23            2066.1382610
02 Jun 2020 23:18:14.871    02 Jun 2020 23:52:21.872      2047.0007259    Earth           Umbra       23            2066.1382610
02 Jun 2020 23:52:21.872    02 Jun 2020 23:52:31.392      9.5200722688    Earth           Penumbra    23            2066.1382610
03 Jun 2020 00:51:55.630    03 Jun 2020 00:52:05.240      9.6097490983    Earth           Penumbra    24            2066.6179780
03 Jun 2020 00:52:05.240    03 Jun 2020 01:26:12.737      2047.4975309    Earth           Umbra       24            2066.6179780
03 Jun 2020 01:26:12.737    03 Jun 2020 01:26:22.248      9.5106979483    Earth           Penumbra    24            2066.6179780
03 Jun 2020 02:25:45.968    03 Jun 2020 02:25:55.570      9.6018505166    Earth           Penumbra    25            2067.1046103
03 Jun 2020 02:25:55.570    03 Jun 2020 03:00:03.572      2048.0016625    Earth           Umbra       25            2067.1046103
03 Jun 2020 03:00:03.572    03 Jun 2020 03:00:13.073      9.5010973164    Earth           Penumbra    25            2067.1046103
03 Jun 2020 03:59:36.200    03 Jun 2020 03:59:45.794      9.5938683255    Earth           Penumbra    26            2067.6055675
03 Jun 2020 03:59:45.794    03 Jun 2020 04:33:54.314      2048.5200985    Earth           Umbra       26            2067.6055675
03 Jun 2020 04:33:54.314    03 Jun 2020 04:34:03.806      9.4916007249    Earth           Penumbra    26            2067.6055675
03 Jun 2020 05:33:26.274    03 Jun 2020 05:33:35.860      9.5856387634    Earth           Penumbra    27            2068.1200928
03 Jun 2020 05:33:35.860    03 Jun 2020 06:07:44.912      2049.0522826    Earth           Umbra       27            2068.1200928
03 Jun 2020 06:07:44.912    03 Jun 2020 06:07:54.394      9.4821713981    Earth           Penumbra    27            2068.1200928
03 Jun 2020 07:07:16.206    03 Jun 2020 07:07:25.783      9.5771083958    Earth           Penumbra    28            2068.6485056
03 Jun 2020 07:07:25.783    03 Jun 2020 07:41:35.382      2049.5988042    Earth           Umbra       28            2068.6485056
03 Jun 2020 07:41:35.382    03 Jun 2020 07:41:44.854      9.4725930830    Earth           Penumbra    28            2068.6485056
03 Jun 2020 08:41:06.075    03 Jun 2020 08:41:15.644      9.5685399952    Earth           Penumbra    29            2069.2005420
03 Jun 2020 08:41:15.644    03 Jun 2020 09:15:25.813      2050.1690960    Earth           Umbra       29            2069.2005420
03 Jun 2020 09:15:25.813    03 Jun 2020 09:15:35.276      9.4629060128    Earth           Penumbra    29            2069.2005420
03 Jun 2020 10:14:55.951    03 Jun 2020 10:15:05.511      9.5601583016    Earth           Penumbra    30            2069.7804677
03 Jun 2020 10:15:05.511    03 Jun 2020 10:49:16.278      2050.7669597    Earth           Umbra       30            2069.7804677
03 Jun 2020 10:49:16.278    03 Jun 2020 10:49:25.731      9.4533497002    Earth           Penumbra    30            2069.7804677
03 Jun 2020 11:48:45.820    03 Jun 2020 11:48:55.371      9.5517564914    Earth           Penumbra    31            2070.3716858
03 Jun 2020 11:48:55.371    03 Jun 2020 12:23:06.747      2051.3760536    Earth           Umbra       31            2070.3716858
03 Jun 2020 12:23:06.747    03 Jun 2020 12:23:16.191      9.4438757398    Earth           Penumbra    31            2070.3716858
03 Jun 2020 13:22:35.607    03 Jun 2020 13:22:45.150      9.5429350622    Earth           Penumbra    32            2070.9531995
03 Jun 2020 13:22:45.150    03 Jun 2020 13:56:57.126      2051.9761864    Earth           Umbra       32            2070.9531995
03 Jun 2020 13:56:57.126    03 Jun 2020 13:57:06.560      9.4340780284    Earth           Penumbra    32            2070.9531995
03 Jun 2020 14:56:25.272    03 Jun 2020 14:56:34.806      9.5336402650    Earth           Penumbra    33            2071.5268687
03 Jun 2020 14:56:34.806    03 Jun 2020 15:30:47.375      2052.5695183    Earth           Umbra       33            2071.5268687
03 Jun 2020 15:30:47.375    03 Jun 2020 15:30:56.799      9.4237101381    Earth           Penumbra    33            2071.5268687
03 Jun 2020 16:30:14.851    03 Jun 2020 16:30:24.375      9.5242213109    Earth           Penumbra    34            2072.1137057
03 Jun 2020 16:30:24.375    03 Jun 2020 17:04:37.552      2053.1764895    Earth           Umbra       34            2072.1137057
03 Jun 2020 17:04:37.552    03 Jun 2020 17:04:46.965      9.4129949226    Earth           Penumbra    34            2072.1137057
03 Jun 2020 18:04:04.389    03 Jun 2020 18:04:13.904      9.5149862347    Earth           Penumbra    35            2072.7274764
03 Jun 2020 18:04:13.904    03 Jun 2020 18:38:27.714      2053.8101824    Earth           Umbra       35            2072.7274764
03 Jun 2020 18:38:27.714    03 Jun 2020 18:38:37.116      9.4023076817    Earth           Penumbra    35            2072.7274764
03 Jun 2020 19:37:53.878    03 Jun 2020 19:38:03.384      9.5058595994    Earth           Penumbra    36            2073.3636298
03 Jun 2020 19:38:03.384    03 Jun 2020 20:12:17.850      2054.4660300    Earth           Umbra       36            2073.3636298
03 Jun 2020 20:12:17.850    03 Jun 2020 20:12:27.242      9.3917401973    Earth           Penumbra    36            2073.3636298
03 Jun 2020 21:11:52.791    03 Jun 2020 21:46:07.922      2055.1312422    Earth           Umbra       37            2064.5122964
03 Jun 2020 21:46:07.922    03 Jun 2020 21:46:17.303      9.3810542137    Earth           Penumbra    37            2064.5122964
03 Jun 2020 22:45:32.654    03 Jun 2020 22:45:42.140      9.4866099302    Earth           Penumbra    38            2074.6512998
03 Jun 2020 22:45:42.140    03 Jun 2020 23:19:57.935      2055.7947343    Earth           Umbra       38            2074.6512998
03 Jun 2020 23:19:57.935    03 Jun 2020 23:20:07.305      9.3699555262    Earth           Penumbra    38            2074.6512998
04 Jun 2020 00:19:21.990    04 Jun 2020 00:19:31.466      9.4762939028    Earth           Penumbra    39            2075.2878483
04 Jun 2020 00:19:31.466    04 Jun 2020 00:53:47.919      2056.4531744    Earth           Umbra       39            2075.2878483
04 Jun 2020 00:53:47.919    04 Jun 2020 00:53:57.277      9.3583800131    Earth           Penumbra    39            2075.2878483
04 Jun 2020 01:53:11.290    04 Jun 2020 01:53:20.756      9.4658266869    Earth           Penumbra    40            2075.9261417
04 Jun 2020 01:53:20.756    04 Jun 2020 02:27:37.870      2057.1137315    Earth           Umbra       40            2075.9261417
04 Jun 2020 02:27:37.870    04 Jun 2020 02:27:47.216      9.3465835322    Earth           Penumbra    40            2075.9261417
04 Jun 2020 03:27:00.492    04 Jun 2020 03:27:09.948      9.4553512987    Earth           Penumbra    41            2076.5762246
04 Jun 2020 03:27:09.948    04 Jun 2020 04:01:27.734      2057.7859747    Earth           Umbra       41            2076.5762246
04 Jun 2020 04:01:27.734    04 Jun 2020 04:01:37.069      9.3348986353    Earth           Penumbra    41            2076.5762246
04 Jun 2020 05:00:49.537    04 Jun 2020 05:00:58.982      9.4447366660    Earth           Penumbra    42            2077.2390649
04 Jun 2020 05:00:58.982    04 Jun 2020 05:35:17.453      2058.4709469    Earth           Umbra       42            2077.2390649
04 Jun 2020 05:35:17.453    04 Jun 2020 05:35:26.776      9.3233812717    Earth           Penumbra    42            2077.2390649
04 Jun 2020 06:34:38.432    04 Jun 2020 06:34:47.866      9.4338969793    Earth           Penumbra    43            2077.9125405
04 Jun 2020 06:34:47.866    04 Jun 2020 07:09:07.033      2059.1667972    Earth           Umbra       43            2077.9125405
04 Jun 2020 07:09:07.033    04 Jun 2020 07:09:16.345      9.3118463061    Earth           Penumbra    43            2077.9125405
04 Jun 2020 08:08:27.254    04 Jun 2020 08:08:36.677      9.4230475486    Earth           Penumbra    44            2078.6038486
04 Jun 2020 08:08:36.677    04 Jun 2020 08:42:56.557      2059.8805447    Earth           Umbra       44            2078.6038486
04 Jun 2020 08:42:56.557    04 Jun 2020 08:43:05.858      9.3002563342    Earth           Penumbra    44            2078.6038486
04 Jun 2020 09:42:16.077    04 Jun 2020 09:42:25.490      9.4124282012    Earth           Penumbra    45            2079.3199057
04 Jun 2020 09:42:25.490    04 Jun 2020 10:16:46.108      2060.6186850    Earth           Umbra       45            2079.3199057
04 Jun 2020 10:16:46.108    04 Jun 2020 10:16:55.397      9.2887924053    Earth           Penumbra    45            2079.3199057
04 Jun 2020 11:16:04.900    04 Jun 2020 11:16:14.301      9.4018846052    Earth           Penumbra    46            2080.0481873
04 Jun 2020 11:16:14.301    04 Jun 2020 11:50:35.670      2061.3688385    Earth           Umbra       46            2080.0481873
04 Jun 2020 11:50:35.670    04 Jun 2020 11:50:44.948      9.2774642631    Earth           Penumbra    46            2080.0481873
04 Jun 2020 12:49:53.645    04 Jun 2020 12:50:03.036      9.3910172582    Earth           Penumbra    47            2080.7657990
04 Jun 2020 12:50:03.036    04 Jun 2020 13:24:25.145      2062.1088437    Earth           Umbra       47            2080.7657990
04 Jun 2020 13:24:25.145    04 Jun 2020 13:24:34.411      9.2659380985    Earth           Penumbra    47            2080.7657990
04 Jun 2020 14:23:42.266    04 Jun 2020 14:23:51.645      9.3797082896    Earth           Penumbra    48            2081.4684792
04 Jun 2020 14:23:51.645    04 Jun 2020 14:58:14.480      2062.8348261    Earth           Umbra       48            2081.4684792
04 Jun 2020 14:58:14.480    04 Jun 2020 14:58:23.734      9.2539448524    Earth           Penumbra    48            2081.4684792
04 Jun 2020 15:57:30.793    04 Jun 2020 15:57:40.161      9.3682717066    Earth           Penumbra    49            2072.9334197
04 Jun 2020 15:57:40.161    04 Jun 2020 16:32:03.726      2063.5651480    Earth           Umbra       49            2072.9334197
04 Jun 2020 17:31:19.277    04 Jun 2020 17:31:28.634      9.3570422614    Earth           Penumbra    50            2082.9027654
04 Jun 2020 17:31:28.634    04 Jun 2020 18:05:52.950      2064.3164173    Earth           Umbra       50            2082.9027654
04 Jun 2020 18:05:52.950    04 Jun 2020 18:06:02.179      9.2293058289    Earth           Penumbra    50            2082.9027654
04 Jun 2020 19:05:07.715    04 Jun 2020 19:05:17.061      9.3459938653    Earth           Penumbra    51            2083.6509759
04 Jun 2020 19:05:17.061    04 Jun 2020 19:39:42.149      2065.0878678    Earth           Umbra       51            2083.6509759
04 Jun 2020 19:39:42.149    04 Jun 2020 19:39:51.366      9.2171142460    Earth           Penumbra    51            2083.6509759
04 Jun 2020 20:38:56.081    04 Jun 2020 20:39:05.415      9.3347930233    Earth           Penumbra    52            2084.4071467
04 Jun 2020 20:39:05.415    04 Jun 2020 21:13:31.283      2065.8674744    Earth           Umbra       52            2084.4071467
04 Jun 2020 21:13:31.283    04 Jun 2020 21:13:40.488      9.2048792867    Earth           Penumbra    52            2084.4071467
04 Jun 2020 22:12:44.381    04 Jun 2020 22:12:53.704      9.3231574749    Earth           Penumbra    53            2085.1582051
04 Jun 2020 22:12:53.704    04 Jun 2020 22:47:20.347      2066.6426814    Earth           Umbra       53            2085.1582051
04 Jun 2020 22:47:20.347    04 Jun 2020 22:47:29.539      9.1923661530    Earth           Penumbra    53            2085.1582051
04 Jun 2020 23:46:32.652    04 Jun 2020 23:46:41.963      9.3111258815    Earth           Penumbra    54            2085.8985460
04 Jun 2020 23:46:41.963    05 Jun 2020 00:21:09.371      2067.4079298    Earth           Umbra       54            2085.8985460
05 Jun 2020 00:21:09.371    05 Jun 2020 00:21:18.550      9.1794902924    Earth           Penumbra    54            2085.8985460
05 Jun 2020 01:20:20.891    05 Jun 2020 01:20:30.190      9.2989776749    Earth           Penumbra    55            2086.6348831
05 Jun 2020 01:20:30.190    05 Jun 2020 01:54:58.359      2068.1694761    Earth           Umbra       55            2086.6348831
05 Jun 2020 01:54:58.359    05 Jun 2020 01:55:07.526      9.1664292966    Earth           Penumbra    55            2086.6348831
05 Jun 2020 02:54:09.040    05 Jun 2020 02:54:18.326      9.2868907610    Earth           Penumbra    56            2087.3793765
05 Jun 2020 02:54:18.326    05 Jun 2020 03:28:47.265      2068.9390068    Earth           Umbra       56            2087.3793765
05 Jun 2020 03:28:47.265    05 Jun 2020 03:28:56.419      9.1534789419    Earth           Penumbra    56            2087.3793765
05 Jun 2020 04:27:57.036    05 Jun 2020 04:28:06.311      9.2747724149    Earth           Penumbra    57            2088.1355149
05 Jun 2020 04:28:06.311    05 Jun 2020 05:02:36.031      2069.7199829    Earth           Umbra       57            2088.1355149
05 Jun 2020 05:02:36.031    05 Jun 2020 05:02:45.171      9.1407596134    Earth           Penumbra    57            2088.1355149
05 Jun 2020 06:01:44.877    05 Jun 2020 06:01:54.139      9.2625141959    Earth           Penumbra    58            2088.8996553
05 Jun 2020 06:01:54.139    05 Jun 2020 06:36:24.648      2070.5089921    Earth           Umbra       58            2088.8996553
05 Jun 2020 06:36:24.648    05 Jun 2020 06:36:33.776      9.1281490400    Earth           Penumbra    58            2088.8996553
05 Jun 2020 07:35:32.633    05 Jun 2020 07:35:41.884      9.2502848944    Earth           Penumbra    59            2080.5602080
05 Jun 2020 07:35:41.884    05 Jun 2020 08:10:13.194      2071.3099231    Earth           Umbra       59            2080.5602080
05 Jun 2020 09:09:20.388    05 Jun 2020 09:09:29.627      9.2383237090    Earth           Penumbra    60            2090.4721441
05 Jun 2020 09:09:29.627    05 Jun 2020 09:44:01.757      2072.1307134    Earth           Umbra       60            2090.4721441
05 Jun 2020 09:44:01.757    05 Jun 2020 09:44:10.860      9.1031070566    Earth           Penumbra    60            2090.4721441
05 Jun 2020 10:43:08.148    05 Jun 2020 10:43:17.374      9.2265281710    Earth           Penumbra    61            2091.2808349
05 Jun 2020 10:43:17.374    05 Jun 2020 11:17:50.338      2072.9634827    Earth           Umbra       61            2091.2808349
05 Jun 2020 11:17:50.338    05 Jun 2020 11:17:59.428      9.0908240061    Earth           Penumbra    61            2091.2808349
05 Jun 2020 12:16:55.838    05 Jun 2020 12:17:05.052      9.2145094648    Earth           Penumbra    62            2092.0788361
05 Jun 2020 12:17:05.052    05 Jun 2020 12:51:38.838      2073.7858718    Earth           Umbra       62            2092.0788361
05 Jun 2020 12:51:38.838    05 Jun 2020 12:51:47.917      9.0784548316    Earth           Penumbra    62            2092.0788361
05 Jun 2020 13:50:52.604    05 Jun 2020 14:25:27.193      2074.5883739    Earth           Umbra       63            2083.6540975
05 Jun 2020 14:25:27.193    05 Jun 2020 14:25:36.258      9.0657235589    Earth           Penumbra    63            2083.6540975
05 Jun 2020 15:24:30.866    05 Jun 2020 15:24:40.055      9.1895526624    Earth           Penumbra    64            2093.6281563
05 Jun 2020 15:24:40.055    05 Jun 2020 15:59:15.441      2075.3859034    Earth           Umbra       64            2093.6281563
05 Jun 2020 15:59:15.441    05 Jun 2020 15:59:24.494      9.0527002816    Earth           Penumbra    64            2093.6281563
05 Jun 2020 16:58:18.285    05 Jun 2020 16:58:27.462      9.1772325221    Earth           Penumbra    65            2085.3746851
05 Jun 2020 16:58:27.462    05 Jun 2020 17:33:03.659      2076.1974526    Earth           Umbra       65            2085.3746851
05 Jun 2020 18:32:05.663    05 Jun 2020 18:32:14.828      9.1651622672    Earth           Penumbra    66            2095.2181315
05 Jun 2020 18:32:14.828    05 Jun 2020 19:06:51.854      2077.0261970    Earth           Umbra       66            2095.2181315
05 Jun 2020 19:06:51.854    05 Jun 2020 19:07:00.881      9.0267722262    Earth           Penumbra    66            2095.2181315
05 Jun 2020 20:05:52.970    05 Jun 2020 20:06:02.123      9.1530401492    Earth           Penumbra    67            2096.0285633
05 Jun 2020 20:06:02.123    05 Jun 2020 20:40:39.984      2077.8616359    Earth           Umbra       67            2096.0285633
05 Jun 2020 20:40:39.984    05 Jun 2020 20:40:48.998      9.0138872503    Earth           Penumbra    67            2096.0285633
05 Jun 2020 21:39:40.206    05 Jun 2020 21:39:49.346      9.1405650484    Earth           Penumbra    68            2096.8318958
05 Jun 2020 21:39:49.346    05 Jun 2020 22:14:28.037      2078.6905001    Earth           Umbra       68            2096.8318958
05 Jun 2020 22:14:28.037    05 Jun 2020 22:14:37.038      9.0008306550    Earth           Penumbra    68            2096.8318958
05 Jun 2020 23:13:27.406    05 Jun 2020 23:13:36.534      9.1277360218    Earth           Penumbra    69            2097.6205696
05 Jun 2020 23:13:36.534    05 Jun 2020 23:48:16.039      2079.5053018    Earth           Umbra       69            2097.6205696
05 Jun 2020 23:48:16.039    05 Jun 2020 23:48:25.027      8.9875317179    Earth           Penumbra    69            2097.6205696
06 Jun 2020 00:47:14.578    06 Jun 2020 00:47:23.693      9.1148186708    Earth           Penumbra    70            2089.4255841
06 Jun 2020 00:47:23.693    06 Jun 2020 01:22:04.003      2080.3107654    Earth           Umbra       70            2089.4255841
06 Jun 2020 02:21:01.669    06 Jun 2020 02:21:10.771      9.1020201333    Earth           Penumbra    71            2099.1826738
06 Jun 2020 02:21:10.771    06 Jun 2020 02:55:51.891      2081.1198733    Earth           Umbra       71            2099.1826738
06 Jun 2020 02:55:51.891    06 Jun 2020 02:56:00.852      8.9607804548    Earth           Penumbra    71            2099.1826738
06 Jun 2020 03:54:48.614    06 Jun 2020 03:54:57.704      9.0892850887    Earth           Penumbra    72            2099.9759179
06 Jun 2020 03:54:57.704    06 Jun 2020 04:29:39.643      2081.9389080    Earth           Umbra       72            2099.9759179
06 Jun 2020 04:29:39.643    06 Jun 2020 04:29:48.590      8.9477248024    Earth           Penumbra    72            2099.9759179
06 Jun 2020 05:28:35.401    06 Jun 2020 05:28:44.478      9.0764981811    Earth           Penumbra    73            2100.7753996
06 Jun 2020 05:28:44.478    06 Jun 2020 06:03:27.242      2082.7640255    Earth           Umbra       73            2100.7753996
06 Jun 2020 06:03:27.242    06 Jun 2020 06:03:36.177      8.9348759735    Earth           Penumbra    73            2100.7753996
06 Jun 2020 07:02:22.095    06 Jun 2020 07:02:31.158      9.0637801099    Earth           Penumbra    74            2101.5816707
06 Jun 2020 07:02:31.158    06 Jun 2020 07:37:14.754      2083.5957566    Earth           Umbra       74            2101.5816707
06 Jun 2020 07:37:14.754    06 Jun 2020 07:37:23.676      8.9221340138    Earth           Penumbra    74            2101.5816707
06 Jun 2020 08:36:08.782    06 Jun 2020 08:36:17.833      9.0513622155    Earth           Penumbra    75            2102.4030044
06 Jun 2020 08:36:17.833    06 Jun 2020 09:11:02.275      2084.4420930    Earth           Umbra       75            2102.4030044
06 Jun 2020 09:11:02.275    06 Jun 2020 09:11:11.185      8.9095492149    Earth           Penumbra    75            2102.4030044
06 Jun 2020 10:09:55.479    06 Jun 2020 10:10:04.518      9.0391860344    Earth           Penumbra    76            2103.2359359
06 Jun 2020 10:10:04.518    06 Jun 2020 10:44:49.818      2085.2995890    Earth           Umbra       76            2103.2359359
06 Jun 2020 10:44:49.818    06 Jun 2020 10:44:58.715      8.8971608668    Earth           Penumbra    76            2103.2359359
06 Jun 2020 11:43:42.117    06 Jun 2020 11:43:51.144      9.0268847533    Earth           Penumbra    77            2104.0590304
06 Jun 2020 11:43:51.144    06 Jun 2020 12:18:37.291      2086.1473744    Earth           Umbra       77            2104.0590304
06 Jun 2020 12:18:37.291    06 Jun 2020 12:18:46.176      8.8847712614    Earth           Penumbra    77            2104.0590304
06 Jun 2020 13:17:28.630    06 Jun 2020 13:17:37.644      9.0142424335    Earth           Penumbra    78            2104.8575896
06 Jun 2020 13:17:37.644    06 Jun 2020 13:52:24.615      2086.9712286    Earth           Umbra       78            2104.8575896
06 Jun 2020 13:52:24.615    06 Jun 2020 13:52:33.487      8.8721185690    Earth           Penumbra    78            2104.8575896
06 Jun 2020 14:51:15.036    06 Jun 2020 14:51:24.037      9.0014665271    Earth           Penumbra    79            2105.6422681
06 Jun 2020 14:51:24.037    06 Jun 2020 15:26:11.819      2087.7815840    Earth           Umbra       79            2105.6422681
06 Jun 2020 15:26:11.819    06 Jun 2020 15:26:20.678      8.8592175627    Earth           Penumbra    79            2105.6422681
06 Jun 2020 16:25:01.395    06 Jun 2020 16:25:10.384      8.9889159892    Earth           Penumbra    80            2106.4337334
06 Jun 2020 16:25:10.384    06 Jun 2020 16:59:58.982      2088.5985090    Earth           Umbra       80            2106.4337334
06 Jun 2020 16:59:58.982    06 Jun 2020 17:00:07.828      8.8463083841    Earth           Penumbra    80            2106.4337334
