Spacecraft: FINCHSat

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
16 Jun 2020 10:39:12.283    16 Jun 2020 11:14:25.115      2112.8318011    Earth           Umbra       230           2121.2421583
16 Jun 2020 11:14:25.115    16 Jun 2020 11:14:33.526      8.4103572182    Earth           Penumbra    230           2121.2421583
16 Jun 2020 12:12:41.213    16 Jun 2020 12:12:49.728      8.5158114089    Earth           Penumbra    231           2128.8055307
16 Jun 2020 12:12:49.728    16 Jun 2020 12:48:01.595      2111.8667962    Earth           Umbra       231           2128.8055307
16 Jun 2020 12:48:01.595    16 Jun 2020 12:48:10.018      8.4229231579    Earth           Penumbra    231           2128.8055307
16 Jun 2020 13:46:18.656    16 Jun 2020 13:46:27.185      8.5282817949    Earth           Penumbra    232           2127.8437448
16 Jun 2020 13:46:27.185    16 Jun 2020 14:21:38.064      2110.8797589    Earth           Umbra       232           2127.8437448
16 Jun 2020 14:21:38.064    16 Jun 2020 14:21:46.500      8.4357040934    Earth           Penumbra    232           2127.8437448
16 Jun 2020 15:19:56.076    16 Jun 2020 15:20:04.617      8.5411749431    Earth           Penumbra    233           2118.4127182
16 Jun 2020 15:20:04.617    16 Jun 2020 15:55:14.489      2109.8715432    Earth           Umbra       233           2118.4127182
16 Jun 2020 16:53:41.994    16 Jun 2020 17:28:50.827      2108.8330509    Earth           Umbra       234           2117.2951705
16 Jun 2020 17:28:50.827    16 Jun 2020 17:28:59.289      8.4621196613    Earth           Penumbra    234           2117.2951705
16 Jun 2020 18:27:10.762    16 Jun 2020 18:27:19.329      8.5676948656    Earth           Penumbra    235           2124.8044869
16 Jun 2020 18:27:19.329    16 Jun 2020 19:02:27.090      2107.7610632    Earth           Umbra       235           2124.8044869
16 Jun 2020 19:02:27.090    16 Jun 2020 19:02:35.566      8.4757288336    Earth           Penumbra    235           2124.8044869
16 Jun 2020 20:00:48.066    16 Jun 2020 20:00:56.647      8.5811490775    Earth           Penumbra    236           2115.2446008
16 Jun 2020 20:00:56.647    16 Jun 2020 20:36:03.311      2106.6634517    Earth           Umbra       236           2115.2446008
16 Jun 2020 21:34:25.336    16 Jun 2020 21:34:33.931      8.5948751774    Earth           Penumbra    237           2122.6498683
16 Jun 2020 21:34:33.931    16 Jun 2020 22:09:39.482      2105.5509172    Earth           Umbra       237           2122.6498683
16 Jun 2020 22:09:39.482    16 Jun 2020 22:09:47.986      8.5040759062    Earth           Penumbra    237           2122.6498683
16 Jun 2020 23:08:02.518    16 Jun 2020 23:08:11.127      8.6090623867    Earth           Penumbra    238           2121.5584093
16 Jun 2020 23:08:11.127    16 Jun 2020 23:43:15.557      2104.4304269    Earth           Umbra       238           2121.5584093
16 Jun 2020 23:43:15.557    16 Jun 2020 23:43:24.076      8.5189200472    Earth           Penumbra    238           2121.5584093
17 Jun 2020 00:41:39.574    17 Jun 2020 00:41:48.198      8.6237691692    Earth           Penumbra    239           2120.4595745
17 Jun 2020 00:41:48.198    17 Jun 2020 01:16:51.499      2103.3015914    Earth           Umbra       239           2120.4595745
17 Jun 2020 01:16:51.499    17 Jun 2020 01:17:00.033      8.5342139821    Earth           Penumbra    239           2120.4595745
17 Jun 2020 02:15:16.548    17 Jun 2020 02:15:25.187      8.6389908101    Earth           Penumbra    240           2119.3435674
17 Jun 2020 02:15:25.187    17 Jun 2020 02:50:27.341      2102.1545811    Earth           Umbra       240           2119.3435674
17 Jun 2020 02:50:27.341    17 Jun 2020 02:50:35.891      8.5499954293    Earth           Penumbra    240           2119.3435674
17 Jun 2020 03:49:02.194    17 Jun 2020 04:24:03.173      2100.9788944    Earth           Umbra       241           2100.9788944
17 Jun 2020 05:22:30.595    17 Jun 2020 05:22:39.267      8.6711770040    Earth           Penumbra    242           2117.0308935
17 Jun 2020 05:22:39.267    17 Jun 2020 05:57:39.043      2099.7766202    Earth           Umbra       242           2117.0308935
17 Jun 2020 05:57:39.043    17 Jun 2020 05:57:47.626      8.5830962984    Earth           Penumbra    242           2117.0308935
17 Jun 2020 06:56:07.643    17 Jun 2020 06:56:16.331      8.6879080161    Earth           Penumbra    243           2115.8451630
17 Jun 2020 06:56:16.331    17 Jun 2020 07:31:14.888      2098.5570159    Earth           Umbra       243           2115.8451630
17 Jun 2020 07:31:14.888    17 Jun 2020 07:31:23.488      8.6002390715    Earth           Penumbra    243           2115.8451630
17 Jun 2020 08:29:44.576    17 Jun 2020 08:29:53.281      8.7046575733    Earth           Penumbra    244           2114.6400338
17 Jun 2020 08:29:53.281    17 Jun 2020 09:04:50.599      2097.3178225    Earth           Umbra       244           2114.6400338
17 Jun 2020 09:04:50.599    17 Jun 2020 09:04:59.216      8.6175537785    Earth           Penumbra    244           2114.6400338
17 Jun 2020 10:03:21.389    17 Jun 2020 10:03:30.111      8.7213590392    Earth           Penumbra    245           2113.4023909
17 Jun 2020 10:03:30.111    17 Jun 2020 10:38:26.157      2096.0461096    Earth           Umbra       245           2113.4023909
17 Jun 2020 10:38:26.157    17 Jun 2020 10:38:34.792      8.6349222343    Earth           Penumbra    245           2113.4023909
17 Jun 2020 11:36:58.167    17 Jun 2020 11:37:06.905      8.7382393540    Earth           Penumbra    246           2112.1288723
17 Jun 2020 11:37:06.905    17 Jun 2020 12:12:01.643      2094.7382630    Earth           Umbra       246           2112.1288723
17 Jun 2020 12:12:01.643    17 Jun 2020 12:12:10.296      8.6523698992    Earth           Penumbra    246           2112.1288723
17 Jun 2020 13:10:34.961    17 Jun 2020 13:10:43.716      8.7555427453    Earth           Penumbra    247           2110.8285858
17 Jun 2020 13:10:43.716    17 Jun 2020 13:45:37.119      2093.4029979    Earth           Umbra       247           2110.8285858
17 Jun 2020 13:45:37.119    17 Jun 2020 13:45:45.789      8.6700451327    Earth           Penumbra    247           2110.8285858
17 Jun 2020 14:44:11.743    17 Jun 2020 14:44:20.517      8.7733270484    Earth           Penumbra    248           2109.5041895
17 Jun 2020 14:44:20.517    17 Jun 2020 15:19:12.560      2092.0427954    Earth           Umbra       248           2109.5041895
17 Jun 2020 15:19:12.560    17 Jun 2020 15:19:21.248      8.6880670628    Earth           Penumbra    248           2109.5041895
17 Jun 2020 16:17:48.476    17 Jun 2020 16:17:57.268      8.7914982811    Earth           Penumbra    249           2108.1465280
17 Jun 2020 16:17:57.268    17 Jun 2020 16:52:47.916      2090.6485925    Earth           Umbra       249           2108.1465280
17 Jun 2020 16:52:47.916    17 Jun 2020 16:52:56.623      8.7064372608    Earth           Penumbra    249           2108.1465280
17 Jun 2020 17:51:25.167    17 Jun 2020 17:51:33.977      8.8099140557    Earth           Penumbra    250           2098.0259835
17 Jun 2020 17:51:33.977    17 Jun 2020 18:26:23.193      2089.2160694    Earth           Umbra       250           2098.0259835
17 Jun 2020 19:25:01.841    17 Jun 2020 19:25:10.669      8.8285071077    Earth           Penumbra    251           2105.3265772
17 Jun 2020 19:25:10.669    17 Jun 2020 19:59:58.423      2087.7538539    Earth           Umbra       251           2105.3265772
17 Jun 2020 19:59:58.423    17 Jun 2020 20:00:07.167      8.7442161748    Earth           Penumbra    251           2105.3265772
17 Jun 2020 20:58:38.488    17 Jun 2020 20:58:47.335      8.8473902782    Earth           Penumbra    252           2095.1210097
17 Jun 2020 20:58:47.335    17 Jun 2020 21:33:33.609      2086.2736194    Earth           Umbra       252           2095.1210097
17 Jun 2020 22:32:15.058    17 Jun 2020 22:32:23.924      8.8667713339    Earth           Penumbra    253           2102.4322665
17 Jun 2020 22:32:23.924    17 Jun 2020 23:07:08.706      2084.7815805    Earth           Umbra       253           2102.4322665
17 Jun 2020 23:07:08.706    17 Jun 2020 23:07:17.490      8.7839146494    Earth           Penumbra    253           2102.4322665
18 Jun 2020 00:05:51.510    18 Jun 2020 00:06:00.396      8.8867565151    Earth           Penumbra    254           2092.1638770
18 Jun 2020 00:06:00.396    18 Jun 2020 00:40:43.673      2083.2771205    Earth           Umbra       254           2092.1638770
18 Jun 2020 01:39:27.875    18 Jun 2020 01:39:36.782      8.9073455078    Earth           Penumbra    255           2099.4841062
18 Jun 2020 01:39:36.782    18 Jun 2020 02:14:18.534      2081.7510246    Earth           Umbra       255           2099.4841062
18 Jun 2020 02:14:18.534    18 Jun 2020 02:14:27.359      8.8257360505    Earth           Penumbra    255           2099.4841062
18 Jun 2020 03:13:04.253    18 Jun 2020 03:13:13.182      8.9285794878    Earth           Penumbra    256           2089.1194420
18 Jun 2020 03:13:13.182    18 Jun 2020 03:47:53.373      2080.1908625    Earth           Umbra       256           2089.1194420
18 Jun 2020 04:46:40.705    18 Jun 2020 04:46:49.655      8.9504826581    Earth           Penumbra    257           2096.4161938
18 Jun 2020 04:46:49.655    18 Jun 2020 05:21:28.251      2078.5958513    Earth           Umbra       257           2096.4161938
18 Jun 2020 05:21:28.251    18 Jun 2020 05:21:37.121      8.8698598556    Earth           Penumbra    257           2096.4161938
18 Jun 2020 06:20:17.167    18 Jun 2020 06:20:26.140      8.9728516527    Earth           Penumbra    258           2085.9504096
18 Jun 2020 06:20:26.140    18 Jun 2020 06:55:03.118      2076.9775580    Earth           Umbra       258           2085.9504096
18 Jun 2020 07:54:02.522    18 Jun 2020 08:28:37.861      2075.3397123    Earth           Umbra       259           2084.2554461
18 Jun 2020 08:28:37.861    18 Jun 2020 08:28:46.777      8.9157338021    Earth           Penumbra    259           2084.2554461
18 Jun 2020 09:27:29.758    18 Jun 2020 09:27:38.776      9.0178049519    Earth           Penumbra    260           2091.6272657
18 Jun 2020 09:27:38.776    18 Jun 2020 10:02:12.447      2073.6705433    Earth           Umbra       260           2091.6272657
18 Jun 2020 10:02:12.447    18 Jun 2020 10:02:21.386      8.9389175177    Earth           Penumbra    260           2091.6272657
18 Jun 2020 11:01:05.946    18 Jun 2020 11:01:14.986      9.0404417482    Earth           Penumbra    261           2089.9645255
18 Jun 2020 11:01:14.986    18 Jun 2020 11:35:46.948      2071.9618813    Earth           Umbra       261           2089.9645255
18 Jun 2020 11:35:46.948    18 Jun 2020 11:35:55.910      8.9622024447    Earth           Penumbra    261           2089.9645255
18 Jun 2020 12:34:42.155    18 Jun 2020 12:34:51.218      9.0635173372    Earth           Penumbra    262           2088.2689679
18 Jun 2020 12:34:51.218    18 Jun 2020 13:09:21.438      2070.2197136    Earth           Umbra       262           2088.2689679
18 Jun 2020 13:09:21.438    18 Jun 2020 13:09:30.424      8.9857369429    Earth           Penumbra    262           2088.2689679
18 Jun 2020 14:08:18.366    18 Jun 2020 14:08:27.453      9.0871385881    Earth           Penumbra    263           2086.5444968
18 Jun 2020 14:08:27.453    18 Jun 2020 14:42:55.901      2068.4476760    Earth           Umbra       263           2086.5444968
18 Jun 2020 14:42:55.901    18 Jun 2020 14:43:04.911      9.0096822591    Earth           Penumbra    263           2086.5444968
18 Jun 2020 15:41:54.536    18 Jun 2020 15:42:03.647      9.1112564667    Earth           Penumbra    264           2084.7820780
18 Jun 2020 15:42:03.647    18 Jun 2020 16:16:30.284      2066.6367433    Earth           Umbra       264           2084.7820780
18 Jun 2020 16:16:30.284    18 Jun 2020 16:16:39.318      9.0340783121    Earth           Penumbra    264           2084.7820780
18 Jun 2020 17:15:30.665    18 Jun 2020 17:15:39.801      9.1357449302    Earth           Penumbra    265           2082.9755968
18 Jun 2020 17:15:39.801    18 Jun 2020 17:50:04.582      2064.7809638    Earth           Umbra       265           2082.9755968
18 Jun 2020 17:50:04.582    18 Jun 2020 17:50:13.641      9.0588880121    Earth           Penumbra    265           2082.9755968
18 Jun 2020 18:49:06.778    18 Jun 2020 18:49:15.939      9.1605055961    Earth           Penumbra    266           2081.1341881
18 Jun 2020 18:49:15.939    18 Jun 2020 19:23:38.828      2062.8895293    Earth           Umbra       266           2081.1341881
18 Jun 2020 19:23:38.828    18 Jun 2020 19:23:47.913      9.0841531637    Earth           Penumbra    266           2081.1341881
18 Jun 2020 20:22:42.872    18 Jun 2020 20:22:52.058      9.1856003855    Earth           Penumbra    267           2070.1614827
18 Jun 2020 20:22:52.058    18 Jun 2020 20:57:13.034      2060.9758824    Earth           Umbra       267           2070.1614827
18 Jun 2020 21:56:18.901    18 Jun 2020 21:56:28.113      9.2112427228    Earth           Penumbra    268           2077.3935045
18 Jun 2020 21:56:28.113    18 Jun 2020 22:30:47.158      2059.0457804    Earth           Umbra       268           2077.3935045
18 Jun 2020 22:30:47.158    18 Jun 2020 22:30:56.295      9.1364813852    Earth           Penumbra    268           2077.3935045
18 Jun 2020 23:29:54.821    18 Jun 2020 23:30:04.059      9.2375947977    Earth           Penumbra    269           2075.4988051
18 Jun 2020 23:30:04.059    19 Jun 2020 00:04:21.157      2057.0976096    Earth           Umbra       269           2075.4988051
19 Jun 2020 00:04:21.157    19 Jun 2020 00:04:30.320      9.1636007186    Earth           Penumbra    269           2075.4988051
19 Jun 2020 01:03:30.653    19 Jun 2020 01:03:39.918      9.2646751553    Earth           Penumbra    270           2073.5786527
19 Jun 2020 01:03:39.918    19 Jun 2020 01:37:55.041      2055.1226260    Earth           Umbra       270           2073.5786527
19 Jun 2020 01:37:55.041    19 Jun 2020 01:38:04.232      9.1913515236    Earth           Penumbra    270           2073.5786527
19 Jun 2020 02:37:06.493    19 Jun 2020 02:37:15.786      9.2925013974    Earth           Penumbra    271           2071.6194112
19 Jun 2020 02:37:15.786    19 Jun 2020 03:11:28.893      2053.1071292    Earth           Umbra       271           2071.6194112
19 Jun 2020 03:11:28.893    19 Jun 2020 03:11:38.113      9.2197806342    Earth           Penumbra    271           2071.6194112
19 Jun 2020 04:10:42.415    19 Jun 2020 04:10:51.736      9.3211040134    Earth           Penumbra    272           2069.6169760
19 Jun 2020 04:10:51.736    19 Jun 2020 04:45:02.783      2051.0469704    Earth           Umbra       272           2069.6169760
19 Jun 2020 04:45:02.783    19 Jun 2020 04:45:12.032      9.2489015660    Earth           Penumbra    272           2069.6169760
19 Jun 2020 05:44:18.369    19 Jun 2020 05:44:27.719      9.3503214419    Earth           Penumbra    273           2067.5835814
19 Jun 2020 05:44:27.719    19 Jun 2020 06:18:36.674      2048.9546465    Earth           Umbra       273           2067.5835814
19 Jun 2020 06:18:36.674    19 Jun 2020 06:18:45.952      9.2786134221    Earth           Penumbra    273           2067.5835814
19 Jun 2020 07:17:54.233    19 Jun 2020 07:18:03.613      9.3797950423    Earth           Penumbra    274           2065.5287570
19 Jun 2020 07:18:03.613    19 Jun 2020 07:52:10.453      2046.8402400    Earth           Umbra       274           2065.5287570
19 Jun 2020 07:52:10.453    19 Jun 2020 07:52:19.762      9.3087219517    Earth           Penumbra    274           2065.5287570
19 Jun 2020 08:51:29.966    19 Jun 2020 08:51:39.375      9.4093123334    Earth           Penumbra    275           2063.4435434
19 Jun 2020 08:51:39.375    19 Jun 2020 09:25:44.071      2044.6951915    Earth           Umbra       275           2063.4435434
19 Jun 2020 09:25:44.071    19 Jun 2020 09:25:53.410      9.3390395050    Earth           Penumbra    275           2063.4435434
19 Jun 2020 10:25:05.644    19 Jun 2020 10:25:15.083      9.4390106737    Earth           Penumbra    276           2061.3160718
19 Jun 2020 10:25:15.083    19 Jun 2020 10:59:17.591      2042.5075560    Earth           Umbra       276           2061.3160718
19 Jun 2020 10:59:17.591    19 Jun 2020 10:59:26.960      9.3695051037    Earth           Penumbra    276           2061.3160718
19 Jun 2020 11:58:41.348    19 Jun 2020 11:58:50.817      9.4691776671    Earth           Penumbra    277           2059.1490019
19 Jun 2020 11:58:50.817    19 Jun 2020 12:32:51.096      2040.2795678    Earth           Umbra       277           2059.1490019
19 Jun 2020 12:32:51.096    19 Jun 2020 12:33:00.497      9.4002564205    Earth           Penumbra    277           2059.1490019
19 Jun 2020 13:32:17.068    19 Jun 2020 13:32:26.568      9.4999711029    Earth           Penumbra    278           2056.9467574
19 Jun 2020 13:32:26.568    19 Jun 2020 14:06:24.583      2038.0152863    Earth           Umbra       278           2056.9467574
19 Jun 2020 14:06:24.583    19 Jun 2020 14:06:34.015      9.4314999646    Earth           Penumbra    278           2056.9467574
19 Jun 2020 15:05:52.759    19 Jun 2020 15:06:02.290      9.5313941245    Earth           Penumbra    279           2054.7003651
19 Jun 2020 15:06:02.290    19 Jun 2020 15:39:57.996      2035.7056422    Earth           Umbra       279           2054.7003651
19 Jun 2020 15:39:57.996    19 Jun 2020 15:40:07.459      9.4633287750    Earth           Penumbra    279           2054.7003651
19 Jun 2020 16:39:28.412    19 Jun 2020 16:39:37.976      9.5633489778    Earth           Penumbra    280           2052.4014799
19 Jun 2020 16:39:37.976    19 Jun 2020 17:13:31.318      2033.3424255    Earth           Umbra       280           2052.4014799
19 Jun 2020 17:13:31.318    19 Jun 2020 17:13:40.814      9.4957054476    Earth           Penumbra    280           2052.4014799
19 Jun 2020 18:13:04.051    19 Jun 2020 18:13:13.647      9.5957193640    Earth           Penumbra    281           2050.0592856
19 Jun 2020 18:13:13.647    19 Jun 2020 18:47:04.582      2030.9349252    Earth           Umbra       281           2050.0592856
19 Jun 2020 18:47:04.582    19 Jun 2020 18:47:14.111      9.5286409836    Earth           Penumbra    281           2050.0592856
19 Jun 2020 19:46:39.678    19 Jun 2020 19:46:49.307      9.6285165986    Earth           Penumbra    282           2047.6899292
19 Jun 2020 19:46:49.307    19 Jun 2020 20:20:37.806      2028.4991503    Earth           Umbra       282           2047.6899292
19 Jun 2020 20:20:37.806    19 Jun 2020 20:20:47.368      9.5622623689    Earth           Penumbra    282           2047.6899292
19 Jun 2020 21:20:15.254    19 Jun 2020 21:20:24.916      9.6619396470    Earth           Penumbra    283           2045.2996642
19 Jun 2020 21:20:24.916    19 Jun 2020 21:54:10.957      2026.0410465    Earth           Umbra       283           2045.2996642
19 Jun 2020 21:54:10.957    19 Jun 2020 21:54:20.554      9.5966780442    Earth           Penumbra    283           2045.2996642
19 Jun 2020 22:53:50.732    19 Jun 2020 22:54:00.429      9.6962072770    Earth           Penumbra    284           2042.8853542
19 Jun 2020 22:54:00.429    19 Jun 2020 23:27:43.986      2023.5572583    Earth           Umbra       284           2042.8853542
19 Jun 2020 23:27:43.986    19 Jun 2020 23:27:53.618      9.6318886383    Earth           Penumbra    284           2042.8853542
20 Jun 2020 00:27:26.124    20 Jun 2020 00:27:35.855      9.7313751234    Earth           Penumbra    285           2040.4382253
20 Jun 2020 00:27:35.855    20 Jun 2020 01:01:16.894      2021.0389821    Earth           Umbra       285           2040.4382253
20 Jun 2020 01:01:16.894    20 Jun 2020 01:01:26.562      9.6678680624    Earth           Penumbra    285           2040.4382253
20 Jun 2020 02:01:01.519    20 Jun 2020 02:01:11.286      9.7674422432    Earth           Penumbra    286           2037.9440177
20 Jun 2020 02:01:11.286    20 Jun 2020 02:34:49.758      2018.4719242    Earth           Umbra       286           2037.9440177
20 Jun 2020 02:34:49.758    20 Jun 2020 02:34:59.463      9.7046512063    Earth           Penumbra    286           2037.9440177
20 Jun 2020 03:34:37.004    20 Jun 2020 03:34:46.808      9.8044334678    Earth           Penumbra    287           2035.3951483
20 Jun 2020 03:34:46.808    20 Jun 2020 04:08:22.657      2015.8484359    Earth           Umbra       287           2035.3951483
20 Jun 2020 04:08:22.657    20 Jun 2020 04:08:32.399      9.7422789317    Earth           Penumbra    287           2035.3951483
20 Jun 2020 05:08:12.545    20 Jun 2020 05:08:22.387      9.8422296694    Earth           Penumbra    288           2032.8033106
20 Jun 2020 05:08:22.387    20 Jun 2020 05:41:55.568      2013.1803966    Earth           Umbra       288           2032.8033106
20 Jun 2020 05:41:55.568    20 Jun 2020 05:42:05.349      9.7806842881    Earth           Penumbra    288           2032.8033106
20 Jun 2020 06:41:48.016    20 Jun 2020 06:41:57.896      9.8804762936    Earth           Penumbra    289           2030.1842020
20 Jun 2020 06:41:57.896    20 Jun 2020 07:15:28.380      2010.4840533    Earth           Umbra       289           2030.1842020
20 Jun 2020 07:15:28.380    20 Jun 2020 07:15:38.200      9.8196723964    Earth           Penumbra    289           2030.1842020
20 Jun 2020 08:15:23.352    20 Jun 2020 08:15:33.271      9.9188847933    Earth           Penumbra    290           2027.5340513
20 Jun 2020 08:15:33.271    20 Jun 2020 08:49:01.027      2007.7561512    Earth           Umbra       290           2027.5340513
20 Jun 2020 08:49:01.027    20 Jun 2020 08:49:10.886      9.8590153735    Earth           Penumbra    290           2027.5340513
20 Jun 2020 09:48:58.623    20 Jun 2020 09:49:08.581      9.9575214903    Earth           Penumbra    291           2024.8385152
20 Jun 2020 09:49:08.581    20 Jun 2020 10:22:33.563      2004.9823984    Earth           Umbra       291           2024.8385152
20 Jun 2020 10:22:33.563    20 Jun 2020 10:22:43.462      9.8985953489    Earth           Penumbra    291           2024.8385152
20 Jun 2020 11:22:33.922    20 Jun 2020 11:22:43.919      9.9966805894    Earth           Penumbra    292           2022.0957136
20 Jun 2020 11:22:43.919    20 Jun 2020 11:56:06.079      2002.1605091    Earth           Umbra       292           2022.0957136
20 Jun 2020 11:56:06.079    20 Jun 2020 11:56:16.018      9.9385239067    Earth           Penumbra    292           2022.0957136
20 Jun 2020 12:56:09.254    20 Jun 2020 12:56:19.290      10.036577715    Earth           Penumbra    293           2019.3096187
20 Jun 2020 12:56:19.290    20 Jun 2020 13:29:38.584      1999.2939844    Earth           Umbra       293           2019.3096187
20 Jun 2020 13:29:38.584    20 Jun 2020 13:29:48.563      9.9790565902    Earth           Penumbra    293           2019.3096187
20 Jun 2020 14:29:44.571    20 Jun 2020 14:29:54.648      10.077271645    Earth           Penumbra    294           2016.4710839
20 Jun 2020 14:29:54.648    20 Jun 2020 15:03:11.022      1996.3734554    Earth           Umbra       294           2016.4710839
20 Jun 2020 15:03:11.022    20 Jun 2020 15:03:21.042      10.020356847    Earth           Penumbra    294           2016.4710839
20 Jun 2020 16:03:19.857    20 Jun 2020 16:03:29.976      10.118712718    Earth           Penumbra    295           2013.5688107
20 Jun 2020 16:03:29.976    20 Jun 2020 16:36:43.364      1993.3876925    Earth           Umbra       295           2013.5688107
20 Jun 2020 16:36:43.364    20 Jun 2020 16:36:53.426      10.062405502    Earth           Penumbra    295           2013.5688107
20 Jun 2020 17:36:55.133    20 Jun 2020 17:37:05.294      10.160787776    Earth           Penumbra    296           2010.6112353
20 Jun 2020 17:37:05.294    20 Jun 2020 18:10:15.639      1990.3452688    Earth           Umbra       296           2010.6112353
20 Jun 2020 18:10:15.639    20 Jun 2020 18:10:25.744      10.105178668    Earth           Penumbra    296           2010.6112353
20 Jun 2020 19:10:30.405    20 Jun 2020 19:10:40.608      10.203449358    Earth           Penumbra    297           2007.6177181
20 Jun 2020 19:10:40.608    20 Jun 2020 19:43:47.874      1987.2654717    Earth           Umbra       297           2007.6177181
20 Jun 2020 19:43:47.874    20 Jun 2020 19:43:58.023      10.148797045    Earth           Penumbra    297           2007.6177181
20 Jun 2020 20:44:05.640    20 Jun 2020 20:44:15.887      10.246869083    Earth           Penumbra    298           2004.5957655
20 Jun 2020 20:44:15.887    20 Jun 2020 21:17:20.042      1984.1554773    Earth           Umbra       298           2004.5957655
20 Jun 2020 21:17:20.042    20 Jun 2020 21:17:30.236      10.193419049    Earth           Penumbra    298           2004.5957655
20 Jun 2020 22:17:40.791    20 Jun 2020 22:17:51.083      10.291317583    Earth           Penumbra    299           2001.5399510
20 Jun 2020 22:17:51.083    20 Jun 2020 22:50:52.092      1981.0095580    Earth           Umbra       299           2001.5399510
20 Jun 2020 22:50:52.092    20 Jun 2020 22:51:02.331      10.239075485    Earth           Penumbra    299           2001.5399510
20 Jun 2020 23:51:15.861    20 Jun 2020 23:51:26.198      10.336911154    Earth           Penumbra    300           1998.4405245
20 Jun 2020 23:51:26.198    21 Jun 2020 00:24:24.016      1977.8178986    Earth           Umbra       300           1998.4405245
21 Jun 2020 00:24:24.016    21 Jun 2020 00:24:34.301      10.285714804    Earth           Penumbra    300           1998.4405245
21 Jun 2020 01:24:50.933    21 Jun 2020 01:25:01.317      10.383636912    Earth           Penumbra    301           1995.2831494
21 Jun 2020 01:25:01.317    21 Jun 2020 01:57:55.883      1974.5661629    Earth           Umbra       301           1995.2831494
21 Jun 2020 01:57:55.883    21 Jun 2020 01:58:06.216      10.333349579    Earth           Penumbra    301           1995.2831494
21 Jun 2020 02:58:26.104    21 Jun 2020 02:58:36.535      10.431503656    Earth           Penumbra    302           1992.0570382
21 Jun 2020 02:58:36.535    21 Jun 2020 03:31:27.779      1971.2434903    Earth           Umbra       302           1992.0570382
21 Jun 2020 03:31:27.779    21 Jun 2020 03:31:38.161      10.382044245    Earth           Penumbra    302           1992.0570382
21 Jun 2020 04:32:01.357    21 Jun 2020 04:32:11.837      10.480430606    Earth           Penumbra    303           1988.7717657
21 Jun 2020 04:32:11.837    21 Jun 2020 05:04:59.697      1967.8595592    Earth           Umbra       303           1988.7717657
21 Jun 2020 05:04:59.697    21 Jun 2020 05:05:10.128      10.431775858    Earth           Penumbra    303           1988.7717657
21 Jun 2020 06:05:36.562    21 Jun 2020 06:05:47.093      10.530087410    Earth           Penumbra    304           1985.4483654
21 Jun 2020 06:05:47.093    21 Jun 2020 06:38:31.528      1964.4359124    Earth           Umbra       304           1985.4483654
21 Jun 2020 06:38:31.528    21 Jun 2020 06:38:42.011      10.482365568    Earth           Penumbra    304           1985.4483654
21 Jun 2020 07:39:11.636    21 Jun 2020 07:39:22.216      10.580107570    Earth           Penumbra    305           1982.0902002
21 Jun 2020 07:39:22.216    21 Jun 2020 08:12:03.193      1960.9765536    Earth           Umbra       305           1982.0902002
21 Jun 2020 08:12:03.193    21 Jun 2020 08:12:13.726      10.533538973    Earth           Penumbra    305           1982.0902002
21 Jun 2020 09:12:46.635    21 Jun 2020 09:12:57.265      10.630468139    Earth           Penumbra    306           1978.6825574
21 Jun 2020 09:12:57.265    21 Jun 2020 09:45:34.732      1957.4669808    Earth           Umbra       306           1978.6825574
21 Jun 2020 09:45:34.732    21 Jun 2020 09:45:45.317      10.585108423    Earth           Penumbra    306           1978.6825574
21 Jun 2020 10:46:21.661    21 Jun 2020 10:46:32.343      10.681453266    Earth           Penumbra    307           1975.2187170
21 Jun 2020 10:46:32.343    21 Jun 2020 11:19:06.243      1953.9001216    Earth           Umbra       307           1975.2187170
21 Jun 2020 11:19:06.243    21 Jun 2020 11:19:16.880      10.637142125    Earth           Penumbra    307           1975.2187170
21 Jun 2020 12:19:56.739    21 Jun 2020 12:20:07.472      10.733339866    Earth           Penumbra    308           1971.7010146
21 Jun 2020 12:20:07.472    21 Jun 2020 12:52:37.750      1950.2777329    Earth           Umbra       308           1971.7010146
21 Jun 2020 12:52:37.750    21 Jun 2020 12:52:48.440      10.689941829    Earth           Penumbra    308           1971.7010146
21 Jun 2020 13:53:31.821    21 Jun 2020 13:53:42.607      10.786254925    Earth           Penumbra    309           1968.1196199
21 Jun 2020 13:53:42.607    21 Jun 2020 14:26:09.197      1946.5895969    Earth           Umbra       309           1968.1196199
21 Jun 2020 14:26:09.197    21 Jun 2020 14:26:19.941      10.743768106    Earth           Penumbra    309           1968.1196199
21 Jun 2020 15:27:06.883    21 Jun 2020 15:27:17.724      10.840215732    Earth           Penumbra    310           1964.4593428
21 Jun 2020 15:27:17.724    21 Jun 2020 15:59:40.544      1942.8204798    Earth           Umbra       310           1964.4593428
21 Jun 2020 15:59:40.544    21 Jun 2020 15:59:51.343      10.798647359    Earth           Penumbra    310           1964.4593428
21 Jun 2020 17:00:41.942    21 Jun 2020 17:00:52.837      10.895133961    Earth           Penumbra    311           1960.7266304
21 Jun 2020 17:00:52.837    21 Jun 2020 17:33:11.814      1938.9769766    Earth           Umbra       311           1960.7266304
21 Jun 2020 17:33:11.814    21 Jun 2020 17:33:22.669      10.854519869    Earth           Penumbra    311           1960.7266304
21 Jun 2020 18:34:17.007    21 Jun 2020 18:34:27.958      10.950918146    Earth           Penumbra    312           1956.9445432
