Target: FINCH

Observer: NapaneeImaging
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
28 Oct 2024 04:06:17.201    28 Oct 2024 04:12:33.426      376.22454384    
28 Oct 2024 15:37:41.695    28 Oct 2024 15:44:24.532      402.83629097    
28 Oct 2024 17:12:42.155    28 Oct 2024 17:17:29.968      287.81239295    
29 Oct 2024 02:20:47.868    29 Oct 2024 02:27:12.566      384.69750445    
29 Oct 2024 03:54:40.151    29 Oct 2024 04:01:39.340      419.18871497    
29 Oct 2024 15:26:43.751    29 Oct 2024 15:32:50.144      366.39312746    
29 Oct 2024 17:01:07.525    29 Oct 2024 17:06:49.366      341.84084726    
30 Oct 2024 02:10:07.369    30 Oct 2024 02:15:38.470      331.10060049    
30 Oct 2024 03:43:09.326    30 Oct 2024 03:50:37.701      448.37482955    
30 Oct 2024 15:15:51.774    30 Oct 2024 15:21:04.250      312.47581939    
30 Oct 2024 16:49:37.991    30 Oct 2024 16:55:58.102      380.11117000    
31 Oct 2024 01:59:37.751    31 Oct 2024 02:03:52.304      254.55267217    
31 Oct 2024 03:31:43.292    31 Oct 2024 03:39:29.920      466.62801113    
31 Oct 2024 15:05:12.126    31 Oct 2024 15:09:00.428      228.30261999    
31 Oct 2024 16:38:11.502    31 Oct 2024 16:44:58.245      406.74323109    
01 Nov 2024 01:49:37.824    01 Nov 2024 01:51:35.304      117.48030192    
01 Nov 2024 03:20:21.295    01 Nov 2024 03:28:16.743      475.44778890    
01 Nov 2024 16:26:47.127    01 Nov 2024 16:33:50.736      423.60851472    
02 Nov 2024 03:09:02.958    02 Nov 2024 03:16:58.551      475.59262505    
02 Nov 2024 16:15:24.460    02 Nov 2024 16:22:35.992      431.53208275    
03 Nov 2024 02:57:48.167    03 Nov 2024 03:05:35.474      467.30700627    
03 Nov 2024 04:35:20.148    03 Nov 2024 04:37:21.466      121.31730805    
03 Nov 2024 16:04:03.420    03 Nov 2024 16:11:14.101      430.68067166    
04 Nov 2024 02:46:37.044    04 Nov 2024 02:54:07.419      450.37481838    
04 Nov 2024 04:22:38.479    04 Nov 2024 04:27:05.754      267.27499429    
04 Nov 2024 15:52:44.206    04 Nov 2024 15:59:44.861      420.65508105    
04 Nov 2024 17:28:58.923    04 Nov 2024 17:31:11.287      132.36379466    
05 Nov 2024 02:35:29.987    05 Nov 2024 02:42:34.022      424.03515946    
05 Nov 2024 04:10:30.859    05 Nov 2024 04:16:14.810      343.95119653    
05 Nov 2024 15:41:27.351    05 Nov 2024 15:48:07.736      400.38587238    
05 Nov 2024 17:16:43.600    05 Nov 2024 17:20:50.183      246.58382741    
06 Nov 2024 02:24:27.823    06 Nov 2024 02:30:54.509      386.68672086    
06 Nov 2024 03:58:35.701    06 Nov 2024 04:05:10.188      394.48643087    
06 Nov 2024 15:30:13.912    06 Nov 2024 15:36:21.656      367.74404675    
06 Nov 2024 17:04:49.371    06 Nov 2024 17:10:02.342      312.97144918    
07 Nov 2024 02:13:32.214    07 Nov 2024 02:19:07.273      335.05868447    
07 Nov 2024 03:46:48.153    07 Nov 2024 03:53:56.725      428.57162871    
07 Nov 2024 15:19:06.039    07 Nov 2024 15:24:24.447      318.40787645    
07 Nov 2024 16:53:02.694    07 Nov 2024 16:59:01.351      358.65700089    
08 Nov 2024 02:02:47.091    08 Nov 2024 02:07:08.449      261.35777696    
08 Nov 2024 03:35:06.186    08 Nov 2024 03:42:36.449      450.26379630    
08 Nov 2024 15:08:09.099    08 Nov 2024 15:12:10.714      241.61587571    
08 Nov 2024 16:41:20.133    08 Nov 2024 16:47:50.696      390.56305363    
09 Nov 2024 01:52:28.244    09 Nov 2024 01:54:42.322      134.07839290    
09 Nov 2024 03:23:28.788    09 Nov 2024 03:31:10.386      461.59825630    
09 Nov 2024 14:57:53.622    09 Nov 2024 14:59:09.882      76.260170876    
09 Nov 2024 16:29:40.287    09 Nov 2024 16:36:31.816      411.52978542    
10 Nov 2024 03:11:55.457    10 Nov 2024 03:19:39.066      463.60991620    
10 Nov 2024 16:18:02.542    10 Nov 2024 16:25:05.366      422.82352885    
11 Nov 2024 03:00:26.012    11 Nov 2024 03:08:02.708      456.69582677    
11 Nov 2024 16:06:26.713    11 Nov 2024 16:13:31.563      424.85033307    
12 Nov 2024 02:49:00.548    12 Nov 2024 02:56:21.267      440.71950212    
12 Nov 2024 04:25:21.201    12 Nov 2024 04:29:02.796      221.59435165    
12 Nov 2024 15:54:52.933    12 Nov 2024 16:01:50.296      417.36290355    
12 Nov 2024 17:31:39.206    12 Nov 2024 17:32:40.166      60.960282153    
13 Nov 2024 02:37:39.462    13 Nov 2024 02:44:34.403      414.94172470    
13 Nov 2024 04:12:52.072    13 Nov 2024 04:18:05.536      313.46346710    
13 Nov 2024 15:43:21.686    13 Nov 2024 15:50:01.097      399.41112095    
13 Nov 2024 17:18:47.157    13 Nov 2024 17:22:29.689      222.53202352    
14 Nov 2024 02:26:23.612    14 Nov 2024 02:32:41.322      377.70997791    
14 Nov 2024 04:00:39.723    14 Nov 2024 04:06:50.560      370.83682318    
14 Nov 2024 15:31:53.969    14 Nov 2024 15:38:02.967      368.99826854    
14 Nov 2024 17:06:35.187    14 Nov 2024 17:11:33.631      298.44404828    
15 Nov 2024 02:15:14.774    15 Nov 2024 02:20:40.319      325.54507779    
15 Nov 2024 03:48:36.552    15 Nov 2024 03:55:25.459      408.90696910    
15 Nov 2024 15:20:31.820    15 Nov 2024 15:25:53.860      322.04055201    
15 Nov 2024 16:54:33.030    15 Nov 2024 17:00:22.316      349.28543101    
16 Nov 2024 02:04:17.284    16 Nov 2024 02:08:27.135      249.85103805    
16 Nov 2024 03:36:39.826    16 Nov 2024 03:43:52.974      433.14723442    
16 Nov 2024 15:09:20.218    16 Nov 2024 15:13:28.774      248.55598309    
16 Nov 2024 16:42:35.909    16 Nov 2024 16:49:00.578      384.66837126    
17 Nov 2024 01:53:50.961    17 Nov 2024 01:55:42.035      111.07427966    
17 Nov 2024 03:24:48.262    17 Nov 2024 03:32:14.406      446.14323992    
17 Nov 2024 14:58:43.574    17 Nov 2024 15:00:23.263      99.688928830    
17 Nov 2024 16:30:42.039    17 Nov 2024 16:37:30.256      408.21674169    
18 Nov 2024 03:13:01.233    18 Nov 2024 03:20:30.417      449.18367493    
18 Nov 2024 16:18:50.649    18 Nov 2024 16:25:52.170      421.52066175    
19 Nov 2024 03:01:18.506    19 Nov 2024 03:08:41.288      442.78248473    
19 Nov 2024 16:07:01.480    19 Nov 2024 16:14:06.624      425.14461426    
20 Nov 2024 02:49:40.163    20 Nov 2024 02:56:46.996      426.83266051    
20 Nov 2024 04:26:11.609    20 Nov 2024 04:29:17.426      185.81711221    
20 Nov 2024 15:55:14.631    20 Nov 2024 16:02:13.556      418.92496037    
20 Nov 2024 17:32:08.334    20 Nov 2024 17:32:53.469      45.135658735    
21 Nov 2024 02:38:06.641    21 Nov 2024 02:44:47.178      400.53620978    
21 Nov 2024 04:13:23.010    21 Nov 2024 04:18:14.002      290.99220842    
21 Nov 2024 15:43:30.570    21 Nov 2024 15:50:12.525      401.95531858    
21 Nov 2024 17:18:56.135    21 Nov 2024 17:22:38.861      222.72612577    
22 Nov 2024 02:26:38.909    22 Nov 2024 02:32:40.942      362.03262568    
22 Nov 2024 04:00:55.656    22 Nov 2024 04:06:48.765      353.10874593    
22 Nov 2024 15:31:50.291    22 Nov 2024 15:38:02.550      372.25872378    
22 Nov 2024 17:06:30.854    22 Nov 2024 17:11:32.075      301.22092513    
23 Nov 2024 02:15:19.050    23 Nov 2024 02:20:26.291      307.24118360    
23 Nov 2024 03:48:38.843    23 Nov 2024 03:55:12.420      393.57689987    
23 Nov 2024 15:20:15.833    23 Nov 2024 15:25:41.592      325.75888453    
23 Nov 2024 16:54:16.043    23 Nov 2024 17:00:09.629      353.58549381    
24 Nov 2024 02:04:12.570    24 Nov 2024 02:07:57.813      225.24314371    
24 Nov 2024 03:36:29.222    24 Nov 2024 03:43:28.332      419.11047504    
24 Nov 2024 15:08:52.161    24 Nov 2024 15:13:04.674      252.51288491    
24 Nov 2024 16:42:06.651    24 Nov 2024 16:48:36.643      389.99202285    
25 Nov 2024 01:54:07.238    25 Nov 2024 01:54:27.835      20.596934273    
25 Nov 2024 03:24:25.300    25 Nov 2024 03:31:38.021      432.72027693    
25 Nov 2024 14:58:02.971    25 Nov 2024 14:59:48.066      105.09486285    
25 Nov 2024 16:30:00.816    25 Nov 2024 16:36:55.037      414.22042851    
26 Nov 2024 03:12:26.370    26 Nov 2024 03:19:42.234      435.86390584    
26 Nov 2024 16:17:57.743    26 Nov 2024 16:25:05.660      427.91650911    
27 Nov 2024 03:00:32.173    27 Nov 2024 03:07:41.277      429.10427550    
27 Nov 2024 16:05:57.163    27 Nov 2024 16:13:08.822      431.65885768    
28 Nov 2024 02:48:42.814    28 Nov 2024 02:55:35.109      412.29487255    
28 Nov 2024 04:25:12.507    28 Nov 2024 04:28:04.444      171.93697665    
28 Nov 2024 15:53:59.180    28 Nov 2024 16:01:04.451      425.27064581    
28 Nov 2024 17:30:23.995    28 Nov 2024 17:32:13.051      109.05644648    
29 Nov 2024 02:36:58.802    29 Nov 2024 02:43:23.287      384.48515553    
29 Nov 2024 04:12:10.128    29 Nov 2024 04:16:52.129      282.00086021    
29 Nov 2024 15:42:04.278    29 Nov 2024 15:48:52.081      407.80227376    
29 Nov 2024 17:17:21.339    29 Nov 2024 17:21:27.072      245.73296229    
30 Nov 2024 02:25:21.296    30 Nov 2024 02:31:04.727      343.43054204    
30 Nov 2024 03:59:31.069    30 Nov 2024 04:05:16.318      345.24887230    
30 Nov 2024 15:30:13.496    30 Nov 2024 15:36:30.679      377.18222605    
30 Nov 2024 17:04:47.582    30 Nov 2024 17:10:07.188      319.60611414    
01 Dec 2024 02:13:52.922    01 Dec 2024 02:18:36.888      283.96583931    
01 Dec 2024 03:47:03.207    01 Dec 2024 03:53:29.131      385.92422940    
01 Dec 2024 15:18:28.977    01 Dec 2024 15:23:58.092      329.11541902    
01 Dec 2024 16:52:23.189    01 Dec 2024 16:58:33.001      369.81285594    
02 Dec 2024 02:02:41.600    02 Dec 2024 02:05:51.938      190.33776764    
02 Dec 2024 03:34:42.960    02 Dec 2024 03:41:34.156      411.19585574    
02 Dec 2024 15:06:56.020    02 Dec 2024 15:11:08.995      252.97487886    
02 Dec 2024 16:40:03.990    02 Dec 2024 16:46:48.739      404.74934134    
03 Dec 2024 03:22:28.770    03 Dec 2024 03:29:32.971      424.20061195    
03 Dec 2024 14:56:02.045    03 Dec 2024 14:57:35.924      93.879518704    
03 Dec 2024 16:27:48.364    03 Dec 2024 16:34:56.076      427.71245576    
04 Dec 2024 03:10:19.917    04 Dec 2024 03:17:26.332      426.41551079    
04 Dec 2024 16:15:35.614    04 Dec 2024 16:22:55.753      440.13885877    
05 Dec 2024 02:58:16.163    05 Dec 2024 03:05:14.521      418.35816161    
05 Dec 2024 16:03:25.534    05 Dec 2024 16:10:48.010      442.47660697    
06 Dec 2024 02:46:17.673    06 Dec 2024 02:52:57.435      399.76254513    
06 Dec 2024 04:22:31.044    06 Dec 2024 04:25:37.981      186.93762232    
06 Dec 2024 15:51:18.283    06 Dec 2024 15:58:32.714      434.43091818    
06 Dec 2024 17:27:14.729    06 Dec 2024 17:30:11.710      176.98170450    
07 Dec 2024 02:34:25.082    07 Dec 2024 02:40:34.506      369.42384175    
07 Dec 2024 04:09:22.637    07 Dec 2024 04:14:11.870      289.23270623    
07 Dec 2024 15:39:14.419    07 Dec 2024 15:46:09.322      414.90287207    
07 Dec 2024 17:14:17.869    07 Dec 2024 17:19:00.268      282.39885707    
08 Dec 2024 02:22:39.847    08 Dec 2024 02:28:04.356      324.50926850    
08 Dec 2024 03:56:35.447    08 Dec 2024 04:02:24.709      349.26284482    
08 Dec 2024 15:27:15.099    08 Dec 2024 15:33:36.671      381.57165576    
08 Dec 2024 17:01:38.534    08 Dec 2024 17:07:26.503      347.96896259    
09 Dec 2024 02:11:05.473    09 Dec 2024 02:15:23.566      258.09342790    
09 Dec 2024 03:43:59.144    09 Dec 2024 03:50:26.820      387.67509561    
09 Dec 2024 15:15:22.737    09 Dec 2024 15:20:52.332      329.59481474    
09 Dec 2024 16:49:06.828    09 Dec 2024 16:55:40.372      393.54405423    
10 Dec 2024 01:59:55.122    10 Dec 2024 02:02:19.064      143.94197190    
10 Dec 2024 03:31:30.475    10 Dec 2024 03:38:21.464      410.98895527    
10 Dec 2024 15:03:43.545    10 Dec 2024 15:07:50.058      246.51275306    
10 Dec 2024 16:36:39.792    10 Dec 2024 16:43:44.890      425.09766690    
11 Dec 2024 03:19:08.006    11 Dec 2024 03:26:10.093      422.08624596    
11 Dec 2024 14:53:04.362    11 Dec 2024 14:53:42.948      38.586500182    
11 Dec 2024 16:24:16.184    11 Dec 2024 16:31:41.341      445.15722070    
12 Dec 2024 03:06:51.097    12 Dec 2024 03:13:53.379      422.28194905    
12 Dec 2024 16:11:55.480    12 Dec 2024 16:19:30.281      454.80101835    
13 Dec 2024 02:54:39.586    13 Dec 2024 03:01:31.523      411.93629190    
13 Dec 2024 15:59:37.580    13 Dec 2024 16:07:11.829      454.24821476    
13 Dec 2024 17:36:35.558    13 Dec 2024 17:37:34.073      58.515510033    
14 Dec 2024 02:42:33.740    14 Dec 2024 02:49:04.308      390.56847724    
14 Dec 2024 04:18:20.305    14 Dec 2024 04:22:04.477      224.17182019    
14 Dec 2024 15:47:22.739    14 Dec 2024 15:54:45.737      442.99761162    
14 Dec 2024 17:22:53.981    14 Dec 2024 17:26:54.098      240.11653134    
15 Dec 2024 02:30:34.378    15 Dec 2024 02:36:30.972      356.59370333    
15 Dec 2024 04:05:10.942    15 Dec 2024 04:10:22.006      311.06447589    
15 Dec 2024 15:35:11.634    15 Dec 2024 15:42:11.320      419.68570797    
15 Dec 2024 17:09:59.009    15 Dec 2024 17:15:22.781      323.77226410    
16 Dec 2024 02:18:43.385    16 Dec 2024 02:23:49.698      306.31273045    
16 Dec 2024 03:52:18.548    16 Dec 2024 03:58:22.987      364.43849393    
16 Dec 2024 15:23:05.646    16 Dec 2024 15:29:27.176      381.52933584    
16 Dec 2024 16:57:15.368    16 Dec 2024 17:03:35.449      380.08116960    
17 Dec 2024 02:07:05.709    17 Dec 2024 02:10:55.615      229.90673049    
17 Dec 2024 03:39:36.036    17 Dec 2024 03:46:14.489      398.45280319    
17 Dec 2024 15:11:07.728    17 Dec 2024 15:16:30.314      322.58629594    
17 Dec 2024 16:44:37.778    17 Dec 2024 16:51:37.427      419.64901598    
18 Dec 2024 01:56:11.229    18 Dec 2024 01:57:18.929      67.700237548    
18 Dec 2024 03:27:00.834    18 Dec 2024 03:33:59.084      418.24910059    
18 Dec 2024 14:59:26.224    18 Dec 2024 15:03:12.335      226.11071658    
18 Dec 2024 16:32:04.267    18 Dec 2024 16:39:30.731      446.46396339    
19 Dec 2024 03:14:31.779    19 Dec 2024 03:21:37.949      426.17037690    
19 Dec 2024 16:19:33.966    19 Dec 2024 16:27:16.265      462.29845398    
20 Dec 2024 03:02:08.381    20 Dec 2024 03:09:11.605      423.22380611    
20 Dec 2024 16:07:06.549    20 Dec 2024 16:14:54.378      467.82907331    
21 Dec 2024 02:49:50.609    21 Dec 2024 02:56:40.123      409.51360431    
21 Dec 2024 04:26:33.079    21 Dec 2024 04:28:54.693      141.61360965    
21 Dec 2024 15:54:42.060    21 Dec 2024 16:02:25.040      462.97992754    
21 Dec 2024 17:30:42.961    21 Dec 2024 17:33:50.386      187.42493045    
22 Dec 2024 02:37:38.887    22 Dec 2024 02:44:03.133      384.24592302    
22 Dec 2024 04:12:53.574    22 Dec 2024 04:17:26.135      272.56092512    
22 Dec 2024 15:42:20.903    22 Dec 2024 15:49:47.846      446.94338143    
22 Dec 2024 17:17:29.573    22 Dec 2024 17:22:25.017      295.44357484    
23 Dec 2024 02:25:34.308    23 Dec 2024 02:31:19.604      345.29521113    
23 Dec 2024 03:59:44.663    23 Dec 2024 04:05:27.625      342.96234339    
23 Dec 2024 15:30:03.972    23 Dec 2024 15:37:01.887      417.91446526    
23 Dec 2024 17:04:33.989    23 Dec 2024 17:10:37.166      363.17716471    
24 Dec 2024 02:13:39.411    24 Dec 2024 02:18:27.068      287.65691263    
24 Dec 2024 03:46:48.817    24 Dec 2024 03:53:16.656      387.83951491    
24 Dec 2024 15:17:53.069    24 Dec 2024 15:24:05.327      372.25833654    
24 Dec 2024 16:51:46.313    24 Dec 2024 16:58:36.777      410.46426804    
25 Dec 2024 02:02:01.773    25 Dec 2024 02:05:18.026      196.25248768    
25 Dec 2024 03:34:01.650    25 Dec 2024 03:40:57.599      415.94845644    
25 Dec 2024 15:05:52.284    25 Dec 2024 15:10:54.023      301.73904744    
25 Dec 2024 16:39:03.524    25 Dec 2024 16:46:26.907      443.38304662    
26 Dec 2024 03:21:21.334    26 Dec 2024 03:28:32.279      430.94554933    
26 Dec 2024 14:54:15.951    26 Dec 2024 14:57:13.568      177.61725790    
26 Dec 2024 16:26:24.339    26 Dec 2024 16:34:08.876      464.53722428    
27 Dec 2024 03:08:47.026    27 Dec 2024 03:16:01.553      434.52629523    
27 Dec 2024 16:13:48.197    27 Dec 2024 16:21:43.263      475.06645642    
28 Dec 2024 02:56:18.434    28 Dec 2024 03:03:25.737      427.30322726    
28 Dec 2024 16:01:14.964    28 Dec 2024 16:09:10.213      475.24978624    
28 Dec 2024 17:37:55.768    28 Dec 2024 17:39:43.800      108.03196344    
29 Dec 2024 02:43:55.694    29 Dec 2024 02:50:44.730      409.03662164    
29 Dec 2024 04:19:46.370    29 Dec 2024 04:23:40.434      234.06379216    
29 Dec 2024 15:48:44.852    29 Dec 2024 15:56:29.512      464.66002367    
29 Dec 2024 17:24:14.037    29 Dec 2024 17:28:34.662      260.62510485    
30 Dec 2024 02:31:39.448    30 Dec 2024 02:37:57.940      378.49198307    
30 Dec 2024 04:06:20.190    30 Dec 2024 04:11:44.054      323.86379039    
30 Dec 2024 15:36:18.476    30 Dec 2024 15:43:40.527      442.05080965    
30 Dec 2024 17:11:05.793    30 Dec 2024 17:16:47.292      341.49907023    
31 Dec 2024 02:19:31.193    31 Dec 2024 02:25:03.923      332.73021503    
31 Dec 2024 03:53:11.481    31 Dec 2024 03:59:30.940      379.45812492    
31 Dec 2024 15:23:57.092    31 Dec 2024 15:30:41.968      404.87690144    
31 Dec 2024 16:58:08.103    31 Dec 2024 17:04:44.665      396.56265710    
01 Jan 2025 02:07:34.571    01 Jan 2025 02:11:59.104      264.53284083    
01 Jan 2025 03:40:13.022    01 Jan 2025 03:47:08.276      415.25462943    
01 Jan 2025 15:11:43.320    01 Jan 2025 15:17:31.164      347.84449259    
01 Jan 2025 16:45:16.299    01 Jan 2025 16:52:31.487      435.18741208    
02 Jan 2025 01:56:03.425    02 Jan 2025 01:58:29.713      146.28822313    
02 Jan 2025 03:27:22.166    02 Jan 2025 03:34:38.690      436.52366765    
02 Jan 2025 14:59:44.027    02 Jan 2025 15:04:01.177      257.15011867    
02 Jan 2025 16:32:28.558    02 Jan 2025 16:40:09.612      461.05355246    
03 Jan 2025 03:14:37.703    03 Jan 2025 03:22:03.391      445.68792719    
03 Jan 2025 16:19:44.067    03 Jan 2025 16:27:39.880      475.81275122    
04 Jan 2025 03:01:59.104    04 Jan 2025 03:09:22.924      443.81910309    
04 Jan 2025 16:07:02.530    04 Jan 2025 16:15:02.601      480.07133586    
05 Jan 2025 02:49:26.296    05 Jan 2025 02:56:37.391      431.09458418    
05 Jan 2025 04:25:51.383    05 Jan 2025 04:29:06.164      194.78057792    
05 Jan 2025 15:54:24.019    05 Jan 2025 16:02:17.708      473.68917027    
05 Jan 2025 17:30:15.352    05 Jan 2025 17:33:50.750      215.39832058    
06 Jan 2025 02:36:59.640    06 Jan 2025 02:43:46.476      406.83665306    
06 Jan 2025 04:12:06.647    06 Jan 2025 04:17:13.554      306.90643040    
06 Jan 2025 15:41:48.978    06 Jan 2025 15:49:24.750      455.77223712    
06 Jan 2025 17:16:52.215    06 Jan 2025 17:22:05.906      313.69113133    
07 Jan 2025 02:24:40.102    07 Jan 2025 02:30:49.266      369.16428020    
07 Jan 2025 03:58:45.463    07 Jan 2025 04:04:58.223      372.76030997    
07 Jan 2025 15:29:18.370    07 Jan 2025 15:36:22.736      424.36585446    
07 Jan 2025 17:03:44.031    07 Jan 2025 17:10:01.310      377.27921839    
08 Jan 2025 02:12:29.872    08 Jan 2025 02:17:43.634      313.76257563    
08 Jan 2025 03:45:36.262    08 Jan 2025 03:52:31.693      415.43137799    
08 Jan 2025 15:16:54.152    08 Jan 2025 15:23:09.666      375.51456228    
08 Jan 2025 16:50:43.109    08 Jan 2025 16:57:44.698      421.58895341    
09 Jan 2025 02:00:34.902    09 Jan 2025 02:04:23.695      228.79367232    
09 Jan 2025 03:32:35.453    09 Jan 2025 03:39:57.527      442.07327294    
09 Jan 2025 15:04:40.874    09 Jan 2025 15:09:40.925      300.05014089    
09 Jan 2025 16:37:46.855    09 Jan 2025 16:45:18.696      451.84054199    
10 Jan 2025 03:19:41.447    10 Jan 2025 03:27:17.299      455.85216024    
10 Jan 2025 14:52:55.876    10 Jan 2025 14:55:39.081      163.20478861    
10 Jan 2025 16:24:54.141    10 Jan 2025 16:32:44.458      470.31717621    
11 Jan 2025 03:06:53.499    11 Jan 2025 03:14:31.753      458.25457190    
11 Jan 2025 16:12:04.495    11 Jan 2025 16:20:02.469      477.97338436    
12 Jan 2025 02:54:11.364    12 Jan 2025 03:01:41.146      449.78189041    
12 Jan 2025 04:31:10.471    12 Jan 2025 04:33:42.234      151.76289860    
12 Jan 2025 15:59:17.860    12 Jan 2025 16:07:12.784      474.92341694    
12 Jan 2025 17:35:37.139    12 Jan 2025 17:38:09.492      152.35302723    
13 Jan 2025 02:41:35.212    13 Jan 2025 02:48:45.335      430.12329375    
13 Jan 2025 04:17:04.815    13 Jan 2025 04:21:55.866      291.05143254    
13 Jan 2025 15:46:34.549    13 Jan 2025 15:54:15.077      460.52824444    
13 Jan 2025 17:21:53.463    13 Jan 2025 17:26:32.415      278.95173391    
14 Jan 2025 02:29:05.704    14 Jan 2025 02:35:43.696      397.99213191    
14 Jan 2025 04:03:31.469    14 Jan 2025 04:09:38.052      366.58307406    
14 Jan 2025 15:33:55.345    14 Jan 2025 15:41:08.535      433.19029676    
14 Jan 2025 17:08:33.766    14 Jan 2025 17:14:26.410      352.64365340    
15 Jan 2025 02:16:44.351    15 Jan 2025 02:22:34.767      350.41587555    
15 Jan 2025 03:50:11.951    15 Jan 2025 03:57:07.210      415.25876401    
15 Jan 2025 15:21:21.857    15 Jan 2025 15:27:51.506      389.64864939    
15 Jan 2025 16:55:23.310    15 Jan 2025 17:02:06.256      402.94608311    
16 Jan 2025 02:04:34.764    16 Jan 2025 02:09:14.995      280.23149651    
16 Jan 2025 03:37:01.594    16 Jan 2025 03:44:27.958      446.36482203    
16 Jan 2025 15:08:57.647    16 Jan 2025 15:14:20.361      322.71405500    
16 Jan 2025 16:42:18.294    16 Jan 2025 16:49:35.789      437.49464848    
17 Jan 2025 01:52:50.075    17 Jan 2025 01:55:31.317      161.24216693    
17 Jan 2025 03:23:58.428    17 Jan 2025 03:31:42.243      463.81434862    
17 Jan 2025 14:56:53.851    17 Jan 2025 15:00:23.883      210.03257444    
17 Jan 2025 16:29:17.173    17 Jan 2025 16:36:56.583      459.40953005    
18 Jan 2025 03:11:01.519    18 Jan 2025 03:18:50.990      469.47139901    
18 Jan 2025 16:16:19.282    18 Jan 2025 16:24:09.325      470.04314518    
19 Jan 2025 02:58:10.488    19 Jan 2025 03:05:54.586      464.09754086    
19 Jan 2025 04:35:46.940    19 Jan 2025 04:37:23.587      96.647004574    
19 Jan 2025 16:03:24.444    19 Jan 2025 16:11:14.195      469.75168566    
20 Jan 2025 02:45:25.377    20 Jan 2025 02:52:53.012      447.63469325    
20 Jan 2025 04:21:14.272    20 Jan 2025 04:25:49.194      274.92162287    
20 Jan 2025 15:50:32.879    20 Jan 2025 15:58:10.969      458.09025883    
20 Jan 2025 17:26:08.436    20 Jan 2025 17:30:05.064      236.62848700    
21 Jan 2025 02:32:46.669    21 Jan 2025 02:39:45.817      419.14814111    
21 Jan 2025 04:07:28.846    21 Jan 2025 04:13:28.430      359.58474367    
21 Jan 2025 15:37:45.264    21 Jan 2025 15:44:58.945      433.68113001    
21 Jan 2025 17:12:35.303    21 Jan 2025 17:17:58.784      323.48126003    
22 Jan 2025 02:20:15.530    22 Jan 2025 02:26:31.882      376.35135585    
22 Jan 2025 03:53:59.227    22 Jan 2025 04:00:52.653      413.42645651    
22 Jan 2025 15:25:03.026    22 Jan 2025 15:31:36.653      393.62670786    
22 Jan 2025 16:59:14.562    22 Jan 2025 17:05:35.050      380.48776535    
23 Jan 2025 02:07:54.605    23 Jan 2025 02:13:08.612      314.00754639    
23 Jan 2025 03:40:39.539    23 Jan 2025 03:48:07.682      448.14395296    
23 Jan 2025 15:12:29.280    23 Jan 2025 15:18:00.917      331.63685349    
23 Jan 2025 16:46:00.330    23 Jan 2025 16:52:59.783      419.45302624    
24 Jan 2025 01:55:51.621    24 Jan 2025 01:59:28.340      216.71892578    
24 Jan 2025 03:27:27.431    24 Jan 2025 03:35:15.832      468.40078302    
24 Jan 2025 15:00:13.040    24 Jan 2025 15:04:02.637      229.59644784    
24 Jan 2025 16:32:50.471    24 Jan 2025 16:40:15.148      444.67622163    
25 Jan 2025 03:14:21.789    25 Jan 2025 03:22:18.196      476.40685790    
25 Jan 2025 16:19:44.073    25 Jan 2025 16:27:22.075      458.00236829    
26 Jan 2025 03:01:22.125    26 Jan 2025 03:09:15.260      473.13460303    
26 Jan 2025 16:06:40.829    26 Jan 2025 16:14:20.876      460.04774011    
27 Jan 2025 02:48:28.385    27 Jan 2025 02:56:07.084      458.69921437    
27 Jan 2025 04:24:33.560    27 Jan 2025 04:28:50.753      257.19335263    
27 Jan 2025 15:53:40.871    27 Jan 2025 16:01:11.408      450.53667503    
27 Jan 2025 17:29:35.056    27 Jan 2025 17:32:41.774      186.71756624    
28 Jan 2025 02:35:40.946    28 Jan 2025 02:42:53.314      432.36863147    
28 Jan 2025 04:10:35.923    28 Jan 2025 04:16:26.608      350.68546648    
28 Jan 2025 15:40:44.804    28 Jan 2025 15:47:53.038      428.23450993    
28 Jan 2025 17:15:45.463    28 Jan 2025 17:20:37.325      291.86257309    
29 Jan 2025 02:23:00.796    29 Jan 2025 02:29:32.995      392.19861921    
29 Jan 2025 03:56:56.259    29 Jan 2025 04:03:45.231      408.97216093    
29 Jan 2025 15:27:53.966    29 Jan 2025 15:34:24.384      390.41841708    
29 Jan 2025 17:02:13.552    29 Jan 2025 17:08:09.943      356.39069919    
30 Jan 2025 02:10:30.157    30 Jan 2025 02:16:03.947      333.79025850    
30 Jan 2025 03:43:27.285    30 Jan 2025 03:50:53.834      446.54915140    
30 Jan 2025 15:15:11.296    30 Jan 2025 15:20:42.438      331.14208180    
30 Jan 2025 16:48:49.554    30 Jan 2025 16:55:29.433      399.87884089    
31 Jan 2025 01:58:14.994    31 Jan 2025 02:02:20.255      245.26138029    
31 Jan 2025 03:30:06.258    31 Jan 2025 03:37:55.107      468.84907382    
31 Jan 2025 15:02:45.146    31 Jan 2025 15:06:38.763      233.61761423    
31 Jan 2025 16:35:30.503    31 Jan 2025 16:42:38.790      428.28700505    
01 Feb 2025 01:47:07.352    01 Feb 2025 01:47:29.933      22.580748447    
01 Feb 2025 03:16:51.898    01 Feb 2025 03:24:50.303      478.40568657    
01 Feb 2025 16:22:15.184    01 Feb 2025 16:29:39.248      444.06378624    
02 Feb 2025 03:03:43.626    02 Feb 2025 03:11:39.992      476.36558341    
