Target: FINCH

Observer: NapaneeImaging
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
19 Jan 2025 03:02:31.525    19 Jan 2025 03:02:58.655      27.129678649    
19 Jan 2025 16:06:28.759    19 Jan 2025 16:07:00.771      32.012944948    
24 Jan 2025 03:31:31.172    24 Jan 2025 03:32:37.696      66.524228349    
24 Jan 2025 16:35:31.375    24 Jan 2025 16:36:31.617      60.241399950    
25 Jan 2025 03:18:15.803    25 Jan 2025 03:19:50.677      94.874220109    
25 Jan 2025 16:22:15.063    25 Jan 2025 16:23:46.296      91.232642031    
26 Jan 2025 03:05:31.602    26 Jan 2025 03:06:33.179      61.576518312    
26 Jan 2025 16:09:28.628    26 Jan 2025 16:10:26.119      57.491177553    
31 Jan 2025 03:34:20.247    31 Jan 2025 03:35:09.296      49.048964179    
31 Jan 2025 16:38:17.125    31 Jan 2025 16:38:50.874      33.748081885    
01 Feb 2025 03:20:48.220    01 Feb 2025 03:22:23.067      94.847054884    
01 Feb 2025 16:24:41.760    01 Feb 2025 16:26:09.019      87.258474226    
02 Feb 2025 03:07:49.684    02 Feb 2025 03:09:03.932      74.247923819    
02 Feb 2025 16:11:41.243    02 Feb 2025 16:12:47.155      65.911484614    
07 Feb 2025 03:36:16.034    07 Feb 2025 03:36:42.481      26.446575334    
08 Feb 2025 03:22:25.366    08 Feb 2025 03:23:58.079      92.713729979    
08 Feb 2025 16:26:10.323    08 Feb 2025 16:27:33.065      82.741893665    
09 Feb 2025 03:09:15.116    09 Feb 2025 03:10:33.743      78.627030901    
09 Feb 2025 16:12:58.244    09 Feb 2025 16:14:05.929      67.684667010    
15 Feb 2025 03:23:02.364    15 Feb 2025 03:24:32.407      90.042807406    
15 Feb 2025 16:26:36.636    15 Feb 2025 16:27:56.276      79.639715573    
16 Feb 2025 03:09:42.316    16 Feb 2025 03:10:59.894      77.578258677    
16 Feb 2025 16:13:14.993    16 Feb 2025 16:14:20.712      65.719285584    
22 Feb 2025 03:22:34.425    22 Feb 2025 03:24:02.270      87.845255644    
22 Feb 2025 16:25:57.031    22 Feb 2025 16:27:15.983      78.952847945    
23 Feb 2025 03:09:06.777    23 Feb 2025 03:10:18.486      71.709039167    
23 Feb 2025 16:12:28.327    23 Feb 2025 16:13:28.491      60.163424676    
28 Feb 2025 03:35:14.086    28 Feb 2025 03:35:38.952      24.866463896    
28 Feb 2025 16:38:29.721    28 Feb 2025 16:38:38.855      9.1341249179    
01 Mar 2025 03:20:57.802    01 Mar 2025 03:22:23.968      86.165834684    
01 Mar 2025 16:24:09.061    01 Mar 2025 16:25:29.208      80.146527034    
02 Mar 2025 03:07:25.768    02 Mar 2025 03:08:24.929      59.160242882    
02 Mar 2025 16:10:36.924    02 Mar 2025 16:11:25.180      48.256083182    
07 Mar 2025 03:32:22.974    07 Mar 2025 03:33:11.760      48.785994749    
07 Mar 2025 16:35:23.152    07 Mar 2025 16:36:11.339      48.187728028    
08 Mar 2025 03:18:09.850    08 Mar 2025 03:19:33.500      83.650041337    
08 Mar 2025 16:21:11.231    08 Mar 2025 16:22:32.303      81.072461524    
09 Mar 2025 03:04:41.782    09 Mar 2025 03:05:10.355      28.573581751    
14 Mar 2025 03:28:20.920    14 Mar 2025 03:29:27.675      66.755069734    
14 Mar 2025 16:31:13.556    14 Mar 2025 16:32:23.642      70.086414192    
15 Mar 2025 03:14:09.885    15 Mar 2025 03:15:26.917      77.032131271    
15 Mar 2025 16:17:03.502    15 Mar 2025 16:18:21.303      77.800891874    
21 Mar 2025 03:23:06.536    21 Mar 2025 03:24:24.641      78.104909160    
21 Mar 2025 16:25:54.592    21 Mar 2025 16:27:18.481      83.888790419    
22 Mar 2025 03:09:00.127    22 Mar 2025 03:09:58.843      58.716069383    
22 Mar 2025 16:11:48.080    22 Mar 2025 16:12:50.502      62.422126089    
27 Mar 2025 03:31:21.355    27 Mar 2025 03:32:12.726      51.371585985    
27 Mar 2025 16:34:02.548    27 Mar 2025 16:35:08.097      65.548483352    
28 Mar 2025 03:16:41.170    28 Mar 2025 03:18:00.342      79.172149335    
28 Mar 2025 16:19:26.650    28 Mar 2025 16:20:53.321      86.670624116    
03 Apr 2025 03:23:37.219    03 Apr 2025 03:24:55.611      78.392434318    
03 Apr 2025 16:26:20.748    03 Apr 2025 16:27:49.571      88.822593621    
04 Apr 2025 03:09:10.215    04 Apr 2025 03:10:10.464      60.249133199    
04 Apr 2025 16:11:53.943    04 Apr 2025 16:13:02.868      68.924791797    
09 Apr 2025 03:29:45.347    09 Apr 2025 03:30:48.982      63.634819421    
09 Apr 2025 16:32:26.437    09 Apr 2025 16:33:44.190      77.752847539    
10 Apr 2025 03:14:51.696    10 Apr 2025 03:16:11.217      79.520990106    
10 Apr 2025 16:17:36.153    10 Apr 2025 16:19:04.535      88.382182235    
15 Apr 2025 03:35:10.066    15 Apr 2025 03:35:38.262      28.195582959    
15 Apr 2025 16:37:44.545    15 Apr 2025 16:38:37.937      53.391553718    
16 Apr 2025 03:19:46.361    16 Apr 2025 03:21:11.924      85.563169036    
16 Apr 2025 16:22:31.135    16 Apr 2025 16:24:04.984      93.849005329    
17 Apr 2025 03:05:16.203    17 Apr 2025 03:05:52.805      36.602036934    
17 Apr 2025 16:07:59.835    17 Apr 2025 16:08:43.376      43.541059911    
22 Apr 2025 03:23:52.070    22 Apr 2025 03:25:17.267      85.196441808    
22 Apr 2025 16:26:36.432    22 Apr 2025 16:28:08.472      92.040006327    
23 Apr 2025 03:08:57.679    23 Apr 2025 03:10:04.560      66.880627605    
23 Apr 2025 16:11:42.727    23 Apr 2025 16:12:52.862      70.134708099    
28 Apr 2025 03:27:08.512    28 Apr 2025 03:28:29.970      81.458334695    
28 Apr 2025 16:29:51.318    28 Apr 2025 16:31:17.446      86.128373235    
29 Apr 2025 03:11:56.889    29 Apr 2025 03:13:17.177      80.287808203    
29 Apr 2025 16:14:41.221    29 Apr 2025 16:16:01.751      80.529924924    
04 May 2025 03:29:35.221    04 May 2025 03:30:51.689      76.467898325    
04 May 2025 16:32:15.029    04 May 2025 16:33:33.432      78.402430681    
05 May 2025 03:14:09.147    05 May 2025 03:15:36.313      87.166583317    
05 May 2025 16:16:50.930    05 May 2025 16:18:15.074      84.144214878    
10 May 2025 03:31:11.490    10 May 2025 03:32:23.436      71.945908607    
10 May 2025 16:33:46.656    10 May 2025 16:34:57.629      70.972881548    
11 May 2025 03:15:33.091    11 May 2025 03:17:03.486      90.395220439    
11 May 2025 16:18:10.375    11 May 2025 16:19:34.523      84.147478163    
16 May 2025 03:31:56.094    16 May 2025 03:33:05.583      69.489048945    
16 May 2025 16:34:24.949    16 May 2025 16:35:30.786      65.837187530    
17 May 2025 03:16:07.612    17 May 2025 03:17:38.757      91.145000746    
17 May 2025 16:18:38.487    17 May 2025 16:20:00.557      82.069392409    
22 May 2025 03:31:47.822    22 May 2025 03:32:57.765      69.943779556    
22 May 2025 16:34:08.768    22 May 2025 16:35:13.300      64.532042854    
23 May 2025 03:15:51.724    23 May 2025 03:17:21.544      89.819707442    
23 May 2025 16:18:14.675    23 May 2025 16:19:33.120      78.444088320    


Number of events : 254


Observer: TorontoGS
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
01 Jun 2024 03:18:44.348    01 Jun 2024 03:26:05.747      441.39955714    
01 Jun 2024 14:53:43.897    01 Jun 2024 14:56:16.925      153.02776363    
01 Jun 2024 16:25:50.092    01 Jun 2024 16:33:49.098      479.00682619    
02 Jun 2024 03:09:55.579    02 Jun 2024 03:17:18.103      442.52379793    
02 Jun 2024 16:16:59.450    02 Jun 2024 16:25:05.370      485.91928147    
03 Jun 2024 03:01:09.240    03 Jun 2024 03:08:27.728      438.48791941    
03 Jun 2024 16:08:09.902    03 Jun 2024 16:16:17.702      487.79957138    
04 Jun 2024 02:52:25.374    04 Jun 2024 02:59:34.609      429.23496593    
04 Jun 2024 04:29:12.898    04 Jun 2024 04:32:12.923      180.02462829    
04 Jun 2024 15:59:21.503    04 Jun 2024 16:07:26.052      484.54876140    
04 Jun 2024 17:35:38.486    04 Jun 2024 17:38:59.133      200.64748999    
05 Jun 2024 02:43:44.130    05 Jun 2024 02:50:38.637      414.50724079    
05 Jun 2024 04:19:31.808    05 Jun 2024 04:24:02.978      271.17003169    
05 Jun 2024 15:50:34.389    05 Jun 2024 15:58:30.290      475.90076372    
05 Jun 2024 17:26:13.643    05 Jun 2024 17:30:55.128      281.48467349    
06 Jun 2024 02:35:05.782    06 Jun 2024 02:41:39.572      393.78948924    
06 Jun 2024 04:10:06.610    06 Jun 2024 04:15:36.964      330.35400866    
06 Jun 2024 15:41:48.799    06 Jun 2024 15:49:30.183      461.38397305    
06 Jun 2024 17:16:59.377    06 Jun 2024 17:22:37.636      338.25990774    
07 Jun 2024 02:26:30.802    07 Jun 2024 02:32:36.980      366.17739707    
07 Jun 2024 04:00:49.462    07 Jun 2024 04:07:02.721      373.25927408    
07 Jun 2024 15:33:05.111    07 Jun 2024 15:40:25.349      440.23813906    
07 Jun 2024 17:07:50.376    07 Jun 2024 17:14:11.992      381.61590529    
08 Jun 2024 02:18:00.007    08 Jun 2024 02:23:30.084      330.07692652    
08 Jun 2024 03:51:37.697    08 Jun 2024 03:58:22.917      405.21995996    
08 Jun 2024 15:24:23.934    08 Jun 2024 15:31:15.178      411.24394911    
08 Jun 2024 16:58:44.649    08 Jun 2024 17:05:40.209      415.56026515    
09 Jun 2024 02:09:34.954    09 Jun 2024 02:14:17.372      282.41831482    
09 Jun 2024 03:42:30.036    09 Jun 2024 03:49:38.841      428.80414763    
09 Jun 2024 15:15:46.290    09 Jun 2024 15:21:58.637      372.34705029    
09 Jun 2024 16:49:41.214    09 Jun 2024 16:57:03.291      442.07702656    
10 Jun 2024 02:01:19.307    10 Jun 2024 02:04:55.222      215.91469715    
10 Jun 2024 03:33:25.768    10 Jun 2024 03:40:51.215      445.44713062    
10 Jun 2024 15:07:14.106    10 Jun 2024 15:12:33.788      319.68230596    
10 Jun 2024 16:40:39.529    10 Jun 2024 16:48:21.804      462.27427984    
11 Jun 2024 01:53:29.268    11 Jun 2024 01:55:07.479      98.211067705    
11 Jun 2024 03:24:24.472    11 Jun 2024 03:32:00.476      456.00479910    
11 Jun 2024 14:58:51.929    11 Jun 2024 15:02:56.065      244.13657561    
11 Jun 2024 16:31:39.281    11 Jun 2024 16:39:36.078      476.79634388    
12 Jun 2024 03:15:25.903    12 Jun 2024 03:23:06.888      460.98581526    
12 Jun 2024 14:51:00.953    12 Jun 2024 14:52:44.247      103.29407926    
12 Jun 2024 16:22:40.299    12 Jun 2024 16:30:46.301      486.00123134    
13 Jun 2024 03:06:29.938    13 Jun 2024 03:14:10.597      460.65899553    
13 Jun 2024 16:13:42.513    13 Jun 2024 16:21:52.556      490.04270855    
14 Jun 2024 02:57:36.550    14 Jun 2024 03:05:11.651      455.10072220    
14 Jun 2024 04:35:02.686    14 Jun 2024 04:37:18.560      135.87411402    
14 Jun 2024 16:04:45.937    14 Jun 2024 16:12:54.841      488.90473035    
14 Jun 2024 17:41:37.191    14 Jun 2024 17:43:43.757      126.56578403    
15 Jun 2024 02:48:45.806    15 Jun 2024 02:56:10.011      444.20509570    
15 Jun 2024 04:25:00.433    15 Jun 2024 04:29:14.332      253.89884695    
15 Jun 2024 15:55:50.663    15 Jun 2024 16:03:53.068      482.40518428    
15 Jun 2024 17:31:49.897    15 Jun 2024 17:35:48.337      238.43974000    
16 Jun 2024 02:39:57.874    16 Jun 2024 02:47:05.535      427.66064334    
16 Jun 2024 04:15:22.464    16 Jun 2024 04:20:45.837      323.37221723    
16 Jun 2024 15:46:56.878    16 Jun 2024 15:54:47.050      470.17152031    
16 Jun 2024 17:22:23.159    16 Jun 2024 17:27:29.482      306.32233297    
17 Jun 2024 02:31:13.062    17 Jun 2024 02:37:57.944      404.88177845    
17 Jun 2024 04:05:54.574    17 Jun 2024 04:12:07.264      372.69047750    
17 Jun 2024 15:38:04.894    17 Jun 2024 15:45:36.473      451.57883267    
17 Jun 2024 17:13:04.069    17 Jun 2024 17:19:00.120      356.05164890    
18 Jun 2024 02:22:31.891    18 Jun 2024 02:28:46.747      374.85592228    
18 Jun 2024 03:56:33.010    18 Jun 2024 04:03:22.356      409.34582020    
18 Jun 2024 15:29:15.208    18 Jun 2024 15:36:20.830      425.62127664    
18 Jun 2024 17:03:49.281    18 Jun 2024 17:10:23.616      394.33491823    
19 Jun 2024 02:13:55.270    19 Jun 2024 02:19:31.063      335.79224045    
19 Jun 2024 03:47:16.109    19 Jun 2024 03:54:32.770      436.66159187    
19 Jun 2024 15:20:28.643    19 Jun 2024 15:26:59.282      390.63810760    
19 Jun 2024 16:54:37.345    19 Jun 2024 17:01:41.438      424.09367447    
20 Jun 2024 02:05:24.972    20 Jun 2024 02:10:09.150      284.17845068    
20 Jun 2024 03:38:02.972    20 Jun 2024 03:45:39.400      456.42763583    
20 Jun 2024 15:11:46.676    20 Jun 2024 15:17:30.329      343.65310828    
20 Jun 2024 16:45:27.496    20 Jun 2024 16:52:54.362      446.86612564    
21 Jun 2024 01:57:05.373    21 Jun 2024 02:00:36.660      211.28704799    
21 Jun 2024 03:28:53.072    21 Jun 2024 03:36:42.771      469.69905883    
21 Jun 2024 15:03:12.446    21 Jun 2024 15:07:50.804      278.35845610    
21 Jun 2024 16:36:19.300    21 Jun 2024 16:44:02.830      463.52987678    
22 Jun 2024 01:49:21.325    22 Jun 2024 01:50:28.770      67.444545287    
22 Jun 2024 03:19:46.090    22 Jun 2024 03:27:43.204      477.11338475    
22 Jun 2024 14:54:55.876    22 Jun 2024 14:57:50.744      174.86774996    
22 Jun 2024 16:27:12.512    22 Jun 2024 16:35:07.097      474.58551612    
23 Jun 2024 03:10:41.846    23 Jun 2024 03:18:40.881      479.03515283    
23 Jun 2024 16:18:07.006    23 Jun 2024 16:26:07.288      480.28292852    
24 Jun 2024 03:01:40.261    24 Jun 2024 03:09:35.885      475.62380447    
24 Jun 2024 04:39:44.430    24 Jun 2024 04:41:10.481      86.050345784    
24 Jun 2024 16:09:02.754    24 Jun 2024 16:17:03.431      480.67719061    
25 Jun 2024 02:52:41.352    25 Jun 2024 03:00:28.211      466.85895027    
25 Jun 2024 04:29:17.469    25 Jun 2024 04:33:16.467      238.99716914    
25 Jun 2024 15:59:59.819    25 Jun 2024 16:07:55.463      475.64450379    
25 Jun 2024 17:36:24.566    25 Jun 2024 17:39:18.214      173.64777506    
26 Jun 2024 02:43:45.228    26 Jun 2024 02:51:17.761      452.53329371    
26 Jun 2024 04:19:27.967    26 Jun 2024 04:24:45.064      317.09621967    
26 Jun 2024 15:50:58.355    26 Jun 2024 15:58:43.222      464.86651363    
26 Jun 2024 17:26:41.066    26 Jun 2024 17:31:02.428      261.36121721    
27 Jun 2024 02:34:52.116    27 Jun 2024 02:42:04.325      432.20905492    
27 Jun 2024 04:09:50.456    27 Jun 2024 04:16:01.712      371.25568532    
27 Jun 2024 15:41:58.643    27 Jun 2024 15:49:26.420      447.77716852    
27 Jun 2024 17:17:10.615    27 Jun 2024 17:22:30.658      320.04272758    
28 Jun 2024 02:26:02.411    28 Jun 2024 02:32:47.527      405.11542767    
28 Jun 2024 04:00:20.060    28 Jun 2024 04:07:11.266      411.20623337    
28 Jun 2024 15:33:01.140    28 Jun 2024 15:40:04.587      423.44721789    
28 Jun 2024 17:07:46.176    28 Jun 2024 17:13:49.960      363.78353181    
29 Jun 2024 02:17:16.790    29 Jun 2024 02:23:26.712      369.92279361    
29 Jun 2024 03:50:54.760    29 Jun 2024 03:58:15.727      440.96709369    
29 Jun 2024 15:24:06.608    29 Jun 2024 15:30:36.945      390.33736082    
29 Jun 2024 16:58:25.374    29 Jun 2024 17:05:02.724      397.35017357    
30 Jun 2024 02:08:36.479    30 Jun 2024 02:14:00.675      324.19615192    
30 Jun 2024 03:41:33.501    30 Jun 2024 03:49:16.137      462.63605462    
30 Jun 2024 15:15:16.402    30 Jun 2024 15:21:02.114      345.71186516    
30 Jun 2024 16:49:07.086    30 Jun 2024 16:56:10.084      422.99852759    
01 Jul 2024 02:00:04.084    01 Jul 2024 02:04:26.833      262.74964510    
01 Jul 2024 03:32:15.668    01 Jul 2024 03:40:13.102      477.43407207    
01 Jul 2024 15:06:33.337    01 Jul 2024 15:11:17.245      283.90830655    
01 Jul 2024 16:39:50.704    01 Jul 2024 16:47:12.657      441.95312359    
02 Jul 2024 01:51:47.553    02 Jul 2024 01:54:37.256      169.70250282    
02 Jul 2024 03:23:00.887    02 Jul 2024 03:31:06.988      486.10089195    
02 Jul 2024 14:58:05.715    02 Jul 2024 15:01:13.998      188.28321041    
02 Jul 2024 16:30:35.885    02 Jul 2024 16:38:10.791      454.90625252    
03 Jul 2024 03:13:48.936    03 Jul 2024 03:21:58.007      489.07128515    
03 Jul 2024 16:21:22.445    03 Jul 2024 16:29:04.669      462.22371433    
04 Jul 2024 03:04:39.707    04 Jul 2024 03:12:46.266      486.55818428    
04 Jul 2024 16:12:10.317    04 Jul 2024 16:19:54.352      464.03506666    
05 Jul 2024 02:55:33.187    05 Jul 2024 03:03:31.774      478.58692113    
05 Jul 2024 04:32:27.476    05 Jul 2024 04:36:05.844      218.36830013    
05 Jul 2024 16:02:59.533    05 Jul 2024 16:10:39.799      460.26601681    
05 Jul 2024 17:40:13.728    05 Jul 2024 17:41:08.368      54.640127148    
06 Jul 2024 02:46:29.455    06 Jul 2024 02:54:14.450      464.99538036    
06 Jul 2024 04:22:26.181    06 Jul 2024 04:27:31.472      305.29019149    
06 Jul 2024 15:53:50.230    06 Jul 2024 16:01:20.861      450.63092429    
06 Jul 2024 17:29:51.599    06 Jul 2024 17:33:16.833      205.23375749    
07 Jul 2024 02:37:28.706    07 Jul 2024 02:44:54.105      445.39907591    
07 Jul 2024 04:12:39.168    07 Jul 2024 04:18:42.819      363.65052861    
07 Jul 2024 15:44:42.672    07 Jul 2024 15:51:57.255      434.58316508    
07 Jul 2024 17:20:06.878    07 Jul 2024 17:24:44.831      277.95342818    
08 Jul 2024 02:28:31.291    08 Jul 2024 02:35:30.395      419.10328022    
08 Jul 2024 04:03:00.071    08 Jul 2024 04:09:46.213      406.14239668    
08 Jul 2024 15:35:37.312    08 Jul 2024 15:42:28.511      411.19912060    
08 Jul 2024 17:10:31.479    08 Jul 2024 17:16:00.461      328.98217348    
09 Jul 2024 02:19:37.814    09 Jul 2024 02:26:02.724      384.90940451    
09 Jul 2024 03:53:26.469    09 Jul 2024 04:00:44.047      437.57744544    
09 Jul 2024 15:26:34.914    09 Jul 2024 15:32:53.838      378.92417464    
09 Jul 2024 17:01:00.938    09 Jul 2024 17:07:08.196      367.25726982    
10 Jul 2024 02:10:49.361    10 Jul 2024 02:16:30.019      340.65834103    
10 Jul 2024 03:43:57.141    10 Jul 2024 03:51:37.516      460.37589979    
10 Jul 2024 15:17:36.864    10 Jul 2024 15:23:11.823      334.95956354    
10 Jul 2024 16:51:33.499    10 Jul 2024 16:58:09.803      396.30351139    
11 Jul 2024 02:02:08.148    11 Jul 2024 02:06:50.079      281.93053238    
11 Jul 2024 03:34:31.385    11 Jul 2024 03:42:27.305      475.92093623    
11 Jul 2024 15:08:46.089    11 Jul 2024 15:13:19.503      273.41469896    
11 Jul 2024 16:42:08.285    11 Jul 2024 16:49:06.165      417.88035133    
12 Jul 2024 01:53:40.261    12 Jul 2024 01:56:56.833      196.57152639    
12 Jul 2024 03:25:08.778    12 Jul 2024 03:33:13.823      485.04513394    
12 Jul 2024 15:00:11.578    12 Jul 2024 15:03:07.850      176.27210357    
12 Jul 2024 16:32:44.819    12 Jul 2024 16:39:57.766      432.94760892    
13 Jul 2024 03:15:49.069    13 Jul 2024 03:23:57.310      488.24068214    
13 Jul 2024 16:23:22.845    13 Jul 2024 16:30:44.864      442.01865237    
14 Jul 2024 03:06:32.132    14 Jul 2024 03:14:37.889      485.75699043    
14 Jul 2024 16:14:02.257    14 Jul 2024 16:21:27.565      445.30815091    
15 Jul 2024 02:57:17.942    15 Jul 2024 03:05:15.583      477.64123437    
15 Jul 2024 04:34:28.605    15 Jul 2024 04:37:35.641      187.03568147    
15 Jul 2024 16:04:43.065    15 Jul 2024 16:12:05.855      442.78957896    
16 Jul 2024 02:48:06.575    16 Jul 2024 02:55:50.315      463.74042684    
16 Jul 2024 04:24:13.651    16 Jul 2024 04:28:59.081      285.43085192    
16 Jul 2024 15:55:25.398    16 Jul 2024 16:02:39.597      434.19845772    
16 Jul 2024 17:31:47.416    16 Jul 2024 17:34:12.268      144.85182697    
17 Jul 2024 02:38:58.229    17 Jul 2024 02:46:21.894      443.66491305    
17 Jul 2024 04:14:16.484    17 Jul 2024 04:20:04.663      348.17878876    
17 Jul 2024 15:46:09.524    17 Jul 2024 15:53:08.508      418.98472072    
17 Jul 2024 17:21:44.075    17 Jul 2024 17:25:43.218      239.14245476    
18 Jul 2024 02:29:53.268    18 Jul 2024 02:36:49.962      416.69394815    
18 Jul 2024 04:04:28.238    18 Jul 2024 04:11:01.215      392.97671139    
18 Jul 2024 15:36:55.912    18 Jul 2024 15:43:32.101      396.18942467    
18 Jul 2024 17:11:56.487    18 Jul 2024 17:16:55.257      298.77060524    
19 Jul 2024 02:20:52.328    19 Jul 2024 02:27:13.893      381.56459578    
19 Jul 2024 03:54:45.944    19 Jul 2024 04:01:51.673      425.72866705    
19 Jul 2024 15:27:45.374    19 Jul 2024 15:33:49.539      364.16475774    
19 Jul 2024 17:02:15.469    19 Jul 2024 17:07:57.580      342.11067706    
20 Jul 2024 02:11:56.570    20 Jul 2024 02:17:32.534      335.96463158    
20 Jul 2024 03:45:08.177    20 Jul 2024 03:52:37.434      449.25651827    
20 Jul 2024 15:18:39.412    20 Jul 2024 15:23:59.288      319.87612154    
20 Jul 2024 16:52:38.286    20 Jul 2024 16:58:52.930      374.64404170    
21 Jul 2024 02:03:08.423    21 Jul 2024 02:07:43.467      275.04407148    
21 Jul 2024 03:35:34.142    21 Jul 2024 03:43:19.270      465.12855235    
21 Jul 2024 15:09:41.321    21 Jul 2024 15:13:58.012      256.69120287    
21 Jul 2024 16:43:03.709    21 Jul 2024 16:49:42.540      398.83118074    
22 Jul 2024 01:54:34.949    22 Jul 2024 01:57:39.642      184.69330488    
22 Jul 2024 03:26:03.364    22 Jul 2024 03:33:57.636      474.27225433    
22 Jul 2024 15:01:02.356    22 Jul 2024 15:03:34.411      152.05509269    
22 Jul 2024 16:33:31.102    22 Jul 2024 16:40:27.052      415.94994161    
23 Jul 2024 03:16:35.567    23 Jul 2024 03:24:32.796      477.22899498    
23 Jul 2024 16:24:00.126    23 Jul 2024 16:31:06.803      426.67679609    
24 Jul 2024 03:07:10.611    24 Jul 2024 03:15:04.880      474.26935534    
24 Jul 2024 16:14:30.631    24 Jul 2024 16:21:41.945      431.31376739    
25 Jul 2024 02:57:48.473    25 Jul 2024 03:05:33.913      465.43961264    
25 Jul 2024 04:35:13.971    25 Jul 2024 04:37:39.522      145.55088838    
25 Jul 2024 16:05:02.609    25 Jul 2024 16:12:12.486      429.87776318    
26 Jul 2024 02:48:29.246    26 Jul 2024 02:55:59.808      450.56200556    
26 Jul 2024 04:24:42.350    26 Jul 2024 04:29:02.704      260.35407874    
26 Jul 2024 15:55:36.183    26 Jul 2024 16:02:38.299      422.11634035    
26 Jul 2024 17:32:14.007    26 Jul 2024 17:33:54.184      100.17762847    
27 Jul 2024 02:39:13.157    27 Jul 2024 02:46:22.345      429.18776020    
27 Jul 2024 04:14:34.309    27 Jul 2024 04:20:02.168      327.85804899    
27 Jul 2024 15:46:11.635    27 Jul 2024 15:52:59.097      407.46149345    
27 Jul 2024 17:21:50.818    27 Jul 2024 17:25:28.350      217.53216757    
28 Jul 2024 02:30:00.637    28 Jul 2024 02:36:41.113      400.47637807    
28 Jul 2024 04:04:36.447    28 Jul 2024 04:10:51.284      374.83770861    
28 Jul 2024 15:36:49.468    28 Jul 2024 15:43:14.364      384.89585286    
28 Jul 2024 17:11:51.623    28 Jul 2024 17:16:35.284      283.66077219    
29 Jul 2024 02:20:52.448    29 Jul 2024 02:26:55.366      362.91779175    
29 Jul 2024 03:54:45.060    29 Jul 2024 04:01:33.730      408.66993621    
29 Jul 2024 15:27:30.564    29 Jul 2024 15:33:23.202      352.63722742    
29 Jul 2024 17:02:00.425    29 Jul 2024 17:07:31.001      330.57606131    
30 Jul 2024 02:11:50.044    30 Jul 2024 02:17:03.668      313.62416673    
30 Jul 2024 03:44:58.486    30 Jul 2024 03:52:11.147      432.66109431    
30 Jul 2024 15:18:16.591    30 Jul 2024 15:23:23.915      307.32393184    
30 Jul 2024 16:52:13.618    30 Jul 2024 16:58:19.124      365.50514319    
31 Jul 2024 02:02:56.730    31 Jul 2024 02:07:02.735      246.00515077    
31 Jul 2024 03:35:15.828    31 Jul 2024 03:42:44.415      448.58726396    
31 Jul 2024 15:09:11.371    31 Jul 2024 15:13:12.648      241.27685622    
31 Jul 2024 16:42:29.711    31 Jul 2024 16:49:01.158      391.44728836    
01 Aug 2024 01:54:24.756    01 Aug 2024 01:56:40.339      135.58349783    
01 Aug 2024 03:25:36.568    01 Aug 2024 03:33:14.043      457.47476196    
01 Aug 2024 15:00:30.039    01 Aug 2024 15:02:34.225      124.18643382    
01 Aug 2024 16:32:47.957    01 Aug 2024 16:39:37.860      409.90339990    
02 Aug 2024 03:16:00.410    02 Aug 2024 03:23:40.318      459.90854257    
02 Aug 2024 16:23:07.967    02 Aug 2024 16:30:09.622      421.65474590    
03 Aug 2024 03:06:27.212    03 Aug 2024 03:14:03.379      456.16637160    
03 Aug 2024 16:13:29.567    03 Aug 2024 16:20:36.620      427.05230954    
04 Aug 2024 02:56:56.967    04 Aug 2024 03:04:23.237      446.26945378    
04 Aug 2024 04:34:32.363    04 Aug 2024 04:36:17.031      104.66871631    
04 Aug 2024 16:03:52.740    04 Aug 2024 16:10:58.869      426.12915931    
05 Aug 2024 02:47:29.798    05 Aug 2024 02:54:39.775      429.97652516    
05 Aug 2024 04:23:42.390    05 Aug 2024 04:27:41.097      238.70677517    
05 Aug 2024 15:54:17.613    05 Aug 2024 16:01:16.237      418.62366416    
05 Aug 2024 17:30:48.465    05 Aug 2024 17:32:39.676      111.21131843    
06 Aug 2024 02:38:05.997    06 Aug 2024 02:44:52.713      406.71626074    
06 Aug 2024 04:13:23.758    06 Aug 2024 04:18:33.679      309.92025936    
06 Aug 2024 15:44:44.484    06 Aug 2024 15:51:28.415      403.93103049    
06 Aug 2024 17:20:18.631    06 Aug 2024 17:24:03.485      224.85426783    
07 Aug 2024 02:28:46.110    07 Aug 2024 02:35:01.524      375.41411617    
07 Aug 2024 04:03:16.460    07 Aug 2024 04:09:14.752      358.29202757    
07 Aug 2024 15:35:13.894    07 Aug 2024 15:41:34.849      380.95517568    
07 Aug 2024 17:10:11.047    07 Aug 2024 17:15:01.767      290.72025317    
08 Aug 2024 02:19:31.148    08 Aug 2024 02:25:05.219      334.07095440    
08 Aug 2024 03:53:16.085    08 Aug 2024 03:59:48.701      392.61639883    
08 Aug 2024 15:25:46.805    08 Aug 2024 15:31:34.556      347.75119792    
08 Aug 2024 17:00:11.280    08 Aug 2024 17:05:48.976      337.69571283    
09 Aug 2024 02:10:23.182    09 Aug 2024 02:15:01.750      278.56793117    
09 Aug 2024 03:43:20.767    09 Aug 2024 03:50:17.377      416.60986090    
09 Aug 2024 15:16:25.079    09 Aug 2024 15:21:25.652      300.57355638    
09 Aug 2024 16:50:15.870    09 Aug 2024 16:56:28.590      372.71985649    
10 Aug 2024 02:01:27.791    10 Aug 2024 02:04:45.568      197.77636200    
10 Aug 2024 03:33:29.534    10 Aug 2024 03:40:41.741      432.20742296    
