DefaultSC.A1ModJulian,DefaultSC.EarthMJ2000Eq.X,DefaultSC.EarthMJ2000Eq.Y,DefaultSC.EarthMJ2000Eq.Z
29001.89558131154,-4159.476509180817,-5248.581237984456,-1542.374818023376
29001.89665657678,-4308.267034412557,-5285.548684900202,-849.4692465046369
29001.89773143993,-4411.331809577967,-5266.471305690548,-147.7921686339865
29001.89880607825,-4467.627429899982,-5191.587086353597,555.3089930034719
29001.89988070822,-4476.590865893279,-5061.700617116362,1252.505077853605
29001.90095555733,-4438.137297694682,-4878.169834199863,1936.538637787982
29001.90203082971,-4352.661163517727,-4642.897551620564,2600.272538668438
29001.90310672522,-4221.033771508713,-4358.312086234971,3236.772417247101
29001.90418366553,-4044.553187193743,-4027.269465062478,3839.497022224545
29001.9052613693,-3825.093523390788,-3653.320352350311,4401.853775805252
29001.9055013863,-3770.613776806835,-3564.624028388962,4520.936441701909
29001.90563661604,-3739.045139337464,-3513.823643276537,4586.985292217109
29001.90576113215,-3709.426489381057,-3466.529990329914,4647.123881734591
29001.90614337099,-3615.249608532823,-3318.319411418786,4827.590022691275
29001.90702555426,-3379.768040567664,-2959.756507719195,5219.141945300616
29001.90808229394,-3066.40421829766,-2502.938157596152,5639.256382171667
29001.90916176406,-2714.29012389311,-2010.179610437016,6009.304509958428
29001.91024506394,-2332.18508494076,-1494.388615960198,6316.845543918867
29001.91133005632,-1924.739824602363,-961.937294196458,6557.660191884564
29001.91241648616,-1496.323775976786,-418.5697882260223,6728.990311006878
29001.91350428358,-1051.479819371685,129.9260144405534,6828.885640822211
29001.91459339411,-594.9305199671173,677.7035585726422,6856.166571047216
29001.91568371245,-131.5543224404493,1218.888379124355,6810.436499086683
29001.91677515779,333.6989053933902,1747.680513283864,6692.092219284586
29001.9178675902,795.8270881362225,2258.378293854763,6502.328669881356
29001.91896090481,1249.871472952323,2745.487928782971,6243.119500909345
29001.92005499447,1690.955544093201,3203.765618076278,5917.196531229003
29001.92114973082,2114.331740500244,3628.268689806601,5528.027927740817
29001.92224499356,2515.446512462384,4014.42387449285,5079.773286764964
29001.9233406682,2889.989670997099,4358.076485492522,4577.236517008799
29001.92443666925,3233.948618568877,4655.541474751231,4025.799225518919
29001.92553291922,3543.642879477349,4903.633766868734,3431.367383413564
29001.92662934936,3815.763233362215,5099.70151802228,2800.305354344538
29001.92772590664,4047.407586190364,5241.653791968072,2139.361439087767
29001.92882252992,4236.10585799649,5327.978203658272,1455.608368390328
29001.92991920212,4379.854064370672,5357.759530606453,756.3344130343171
29001.93101588456,4477.122228123512,5330.681608021073,49.00578801377013
29001.93211255073,4526.876029960285,5247.032929161494,-658.8335246198839
29001.93320917315,4528.58544410061,5107.702549845427,-1359.633347634335
29001.93430575508,4482.228521201528,4914.164603960947,-2045.936750357487
29001.93540224553,4388.294060003069,4668.476523809941,-2710.405001183097
29001.93649864051,4247.773011173532,4373.240556979323,-3345.958077924873
29001.93759490435,4062.153142903017,4031.592199782099,-3945.800952340004
29001.93869097341,3833.409098738004,3647.172626720304,-4503.502055420043
29001.93978680125,3563.974860412993,3224.076995065194,-5013.087636826591
29001.94088233344,3256.722175319553,2766.818708707569,-5469.092134520039
29001.94197749635,2914.935149980715,2280.287848310245,-5866.614849918481
29001.94307219086,2542.280306936495,1769.704235647492,-6201.376463945441
29001.94416633089,2142.755718767729,1240.544342517407,-6469.781866786227
29001.9452598054,1720.660932104229,698.499474211643,-6668.950443691363
29001.94635252731,1280.532215362082,149.389855611398,-6796.760542094537
29001.94709046625,975.2865220835848,-222.6955528762726,-6842.013239250293
29001.9473922422,849.0041971095562,-374.6478584921495,-6850.897486527399
29001.94754119093,786.4129292019593,-449.5426041958063,-6853.217762556886
29001.94767589286,729.6735378335279,-517.1971943930289,-6854.139974711138
29001.9480707802,562.6889738265576,-715.0054426172256,-6850.402777255677
29001.94906642786,138.6985857554414,-1208.688669494635,-6798.37213403398
29001.95014495812,-321.858999931702,-1731.192358393417,-6673.575370827824
29001.95123173546,-782.5167768577184,-2239.351172526222,-6476.995859183053
29001.95231826898,-1234.739713864923,-2723.557142074344,-6211.323878265013
29001.95340356163,-1673.297340064533,-3178.207286566542,-5879.626747809734
29001.95448747676,-2093.484334607258,-3598.445208305099,-5485.579923461236
29001.95556999368,-2490.851286966464,-3979.84780751876,-5033.500898302476
29001.95665114956,-2861.224307508128,-4318.438456349119,-4528.29861791408
29001.95773099481,-3200.730101541435,-4610.708182187539,-3975.430349634632
29001.95880961709,-3505.842241424911,-4853.655682744296,-3380.82687406488
29001.9598871327,-3773.410788202425,-5044.809578473799,-2750.827743718633
29001.96096368708,-4000.690306872917,-5182.24745956536,-2092.110084903401
29001.96203945945,-4185.363233969339,-5264.608512292705,-1411.612946088365
29001.96311463999,-4325.553801694952,-5291.098345072075,-716.4786388828401
29001.96418943402,-4419.844352797591,-5261.493366104397,-13.97775251567123
29001.96526404578,-4467.285220255511,-5176.140127859443,688.5528402950265
29001.966338703,-4467.403100120302,-5035.9475592725,1383.79832566342
29001.96741360675,-4420.203021569937,-4842.381547983759,2064.504887815499
29001.96848897597,-4326.168390311518,-4597.444997442715,2723.579225976334
29001.96956501807,-4186.255960522192,-4303.661847876287,3354.138501390221
29001.97064191601,-4001.890610763625,-3964.058682460368,3949.5710540445
29001.97171982839,-3774.955551755466,-3582.139401011067,4503.604490872811
29001.97193108397,-3725.713535026109,-3502.710475937914,4606.760971041488
29001.97215207052,-3672.582658011524,-3418.099395133893,4712.65847628596
29001.97284784855,-3494.751601721964,-3141.956425425043,5032.141576241636
29001.9738764979,-3203.916606590055,-2708.743460090099,5463.404890052433
29001.97495225396,-2866.924163240901,-2227.95645793103,5858.120965454702
29001.97603465209,-2497.559891238557,-1720.664570828273,6193.186542901808
29001.97711907164,-2101.017312263191,-1194.17686237829,6463.00818137752
29001.97820497399,-1681.633196428979,-654.2949522719541,6664.411289117051
29001.97929226244,-1243.859158669973,-106.7771709045406,6795.115636658267
29001.98038087818,-792.3402834145677,442.5428584244237,6853.611570498026
29001.98147074832,-331.8839214188141,987.7945757438197,6839.166073447982
29001.98256177039,132.5855201767305,1523.127152934194,6751.836927253798
29001.9836538388,596.0915632609498,2042.787724174483,6592.477034719074
29001.98474684084,1053.65902426813,2541.183422047498,6362.727009731518
29001.98584065331,1500.367984851486,3012.942666362388,6065.000460467135
29001.98693515426,1931.413607268581,3452.980822775508,5702.45640330189
29001.98803022397,2342.159979231246,3856.557139956667,5278.963634842528
29001.98912575692,2728.195668966772,4219.331062291024,4799.051867037447
29001.99022164928,3085.377118725248,4537.404449131845,4267.864720729666
29001.9913178237,3409.881235419236,4807.370045553382,3691.08937909704
29001.99241418886,3698.233382978662,5026.336037679332,3074.912804827252
29001.99351069533,3947.359540749073,5191.968272779928,2425.92286426991
29001.99460728718,4154.603914754879,5302.501882316645,1751.061613201749
29001.99570393929,4317.763606332975,5356.762964761296,1057.527764460461
29001.99680059261,4435.100368940988,5354.175222229733,352.7397345085151
29001.99789724072,4505.37005216161,5294.768097782636,-355.7982087702679
29001.99899385505,4527.824621217851,5179.172817977194,-1060.527962784304
29002.00009043055,4502.222791359279,5008.613238003714,-1753.946139530176
29002.0011869237,4428.832957368431,4784.901410498371,-2428.643777116334
29002.00228332548,4308.429123052627,4510.407782906894,-3077.430351661842
29002.00337960236,4142.285619438119,4188.047073904663,-3693.372986134119
29002.00447571377,3932.165131229419,3821.246817162842,-4269.881960956486
29002.00557161321,3680.301211521586,3413.912110145893,-4800.782455275531
29002.00666723651,3389.379086263722,2970.390248161393,-5280.376720721196
29002.00776252381,3062.503220313537,2495.417321386417,-5703.517410972897
29002.00885738899,2703.173948558656,1994.081286305076,-6065.652780020598
29002.00995172976,2315.249899955432,1471.765217859131,-6362.886151853944
29002.01104547053,1902.891286576428,934.0685011720185,-6592.031672942196
29002.01213848854,1470.541690387726,386.7813546520833,-6750.633127242475
29002.01323068214,1022.854919735601,-164.2116600397933,-6837.010215790943
29002.01355548253,887.3973611913979,-327.9952963151461,-6848.616637186055
29002.01368774321,831.9908068686588,-394.6089353174105,-6851.48464212417
29002.01379433056,787.2440358357787,-448.2475853239928,-6853.012577786422
29002.01392246757,733.3447743678978,-512.6699197280693,-6853.923510734034
29002.0142859546,579.8876780467028,-694.9749655725545,-6851.003791359202
29002.01492061614,310.4078479749542,-1011.183465291231,-6826.398368240371
29002.01592200509,-116.6845062685563,-1502.226053706913,-6737.299777005616
29002.01699998854,-575.1572823263607,-2015.566595267372,-6573.353855470612
29002.01808603638,-1030.95784347618,-2511.397479956584,-6338.41619544954
29002.01917180065,-1475.664799307618,-2980.367347930793,-6035.889714633126
29002.02025629866,-1904.141559394192,-3417.058433790558,-5669.271876249115
29002.02133942197,-2311.808015981219,-3816.826106149462,-5242.606707115551
29002.02242117402,-2694.362698055488,-4175.480331746931,-4760.547145736288
29002.02350158358,-3047.791393047092,-4489.288845671708,-4228.319627819337
29002.02458074578,-3368.419287787762,-4755.022165153468,-3651.638943846356
29002.02565875115,-3652.922445343409,-4969.960853054095,-3036.676126724091
29002.02673572569,-3898.37196154191,-5131.930332007164,-2389.969812968383
29002.02780374853,-4100.88653151583,-5238.714467991153,-1723.474399417871
29002.02887825597,-4261.351916207985,-5290.863837619348,-1034.708833167437
29002.02995309378,-4376.716380311725,-5286.971427233194,-334.7384427430715
29002.03102774133,-4445.681934211415,-5227.055517837694,368.6657629198034
29002.03210233849,-4467.546104434327,-5111.766111221374,1068.120775997641
29002.03317710801,-4442.092697582304,-4942.313187738665,1756.342574892384
29002.03425225568,-4369.583947563531,-4720.456135957728,2426.15257866218
29002.03532798899,-4250.758315360214,-4448.484592097003,3070.559918700656
29002.03640082976,-4087.458526781769,-4130.365134707568,3680.794832019518
29002.03747786534,-3880.322956937979,-3767.352644200636,4254.398185100667
29002.03796573313,-3772.845606588313,-3589.561658353073,4499.727123518354
29002.03812153995,-3736.785598669398,-3531.122575494327,4576.038940072723
29002.03826672428,-3702.440062517605,-3475.964547044482,4646.234906553266
29002.03867375624,-3602.383009594927,-3317.803122245762,4838.221927991445
29002.0396442199,-3342.216083082101,-2920.993077826316,5265.94832661876
29002.04071248352,-3022.887713835066,-2455.458799296323,5684.453788534344
29002.04179351285,-2667.952001821486,-1958.545583489193,6047.971770148351
29002.04287724786,-2283.850605685219,-1439.631500932284,6348.113729817405
29002.04396253934,-1874.962648302504,-904.6959298284963,6581.135872673682
29002.0450492527,-1445.634348198953,-359.4553791017627,6744.403425109052
29002.04613732608,-1000.416872491421,190.2847857819982,6836.05442129836
29002.04722667923,-544.0491138338522,738.6504493273967,6854.997624014404
29002.04831722822,-81.40028842016346,1279.770557320336,6800.929070498642
29002.04940888149,382.5816585251584,1807.839668690557,6674.337062224874
29002.05050150718,842.9106045125889,2317.167166453995,6476.50631618749
29002.05159498505,1294.639842857454,2802.266703207817,6209.502452104131
29002.0526892059,1732.916645612449,3257.915987525126,5876.145642916132
29002.05378405751,2153.030058447604,3679.208012850569,5479.981827706606
29002.05487943064,2550.465398708649,4061.607903524474,5025.24207158095
29002.05597520792,2920.950360536495,4400.999528135645,4516.800779402587
29002.05707129194,3260.511883076946,4693.739937081664,3960.108989877457
29002.05816761277,3565.519282702825,4936.697067536135,3361.125911968456
29002.05926408807,3832.710503167567,5127.271855448165,2726.272933661562
29002.06036067085,4059.238890510978,5263.434493852927,2062.336365970699
29002.06145730221,4242.690433201252,5343.73552706629,1376.420037345579
29002.0625539595,4381.117253518331,5367.324467623024,675.8391156599614
29002.06365059296,4473.047004367557,5333.953270058239,-31.91873790129596
29002.06474719071,4517.505584092984,5243.97911257345,-739.3142696907828
29002.06584373803,4514.020314563856,5098.357458808765,-1438.810253498983
29002.06694021957,4462.625380157317,4898.63239419535,-2122.951912667951
29002.06803661207,4363.862444781164,4646.922535832504,-2784.440730362967
29002.06913289269,4218.775397753087,4345.898206160415,-3416.216752505537
29002.07022902604,4028.901829403218,3998.757709551085,-4011.525969470217
29002.0713249757,3796.256715376384,3609.191931058648,-4563.999383676037
29002.0724206899,3523.315196837082,3181.351408521507,-5067.714454948863
29002.07351611123,3212.986258206764,2719.80073061608,-5517.265411865787
29002.07461115321,2868.590461929235,2229.481523799284,-5907.815004793629
29002.07570573113,2493.81764515591,1715.648025739023,-6235.163429611163
29002.07679975661,2092.68876974185,1183.812531868319,-6495.792915535977
29002.07789311444,1669.521896142923,639.6973273118914,-6686.904570928098
29002.07898568805,1228.876863839662,89.16010208126471,-6806.460555633934
29002.07962628879,964.1154082146853,-234.451227784814,-6842.762036041624
29002.07988427428,856.4344221056399,-364.6008570752073,-6850.268864068093
29002.08007917768,774.7413573809496,-462.7865952446521,-6853.224947783942
29002.08028523816,688.0856480328008,-566.4208684989975,-6853.806445643373
29002.08067497367,523.4988521774525,-761.8094698847324,-6847.753768461581
29002.08165711476,106.0794269453892,-1248.992065122131,-6791.044694616912
29002.08273393232,-352.4990948742022,-1770.547351428341,-6661.102027145868
29002.08382037484,-811.4328941417223,-2278.023721358567,-6459.372023299867
29002.0849067276,-1261.69081171858,-2761.210765965927,-6188.720221595151
29002.08599186895,-1698.011459281676,-3214.456351061877,-5852.28619899638
29002.08707564615,-2115.706980907747,-3632.912114947221,-5453.798546251072
29002.08815804757,-2510.357860977414,-4012.177391396637,-4997.616819273432
29002.08923909786,-2877.814442146954,-4348.294105970096,-4488.697142108099
29002.09031884807,-3214.23495539857,-4637.780721172016,-3932.535155810996
29002.09139739845,-3516.129311355207,-4877.668899660374,-3335.088317300093
29002.09247485892,-3780.379156921855,-5065.517777572884,-2702.727664510139
29002.09355171773,-4004.3382390501,-5199.473592132221,-2041.939349896806
29002.09462736702,-4185.565832232251,-5278.121834764273,-1360.168101480121
29002.09570253689,-4322.333034907929,-5300.772763805013,-664.2373686059724
29002.09677732849,-4413.238763883436,-5267.233402758404,38.50979474338588
29002.09785195574,-4457.369326681383,-5177.890997105914,740.7412537648363
29002.0989266458,-4454.285069696998,-5033.695146003395,1435.145695047965
29002.10000162926,-4404.021636690281,-4836.146376642627,2114.496978045995
29002.10107709472,-4307.093116408907,-4587.291523803355,2771.696006485458
29002.10215438466,-4164.311815375296,-4289.355985916948,3400.523726679583
29002.10323155296,-3977.405334948809,-3945.988265236595,3993.136803596208
29002.10392069106,-3835.603908556052,-3704.158448894051,4350.420437627909
29002.1043534049,-3738.037849402861,-3544.047634430348,4565.203983130857
29002.10477053094,-3637.949305107426,-3383.97954270246,4764.863230838363
29002.10526263592,-3512.474916076158,-3188.268772834562,4990.658659795569
29002.10597643781,-3316.806716139126,-2892.031944458224,5298.466617776862
29002.10700872324,-3006.957466915493,-2440.337644374544,5699.800914355385
29002.10808568748,-2652.818820179077,-1944.062709283443,6059.667927928337
29002.10916905328,-2268.534211327176,-1424.292791654333,6357.424556670823
29002.1102544014,-1859.48061466127,-888.4626542670665,6588.093114089768
29002.11134120374,-1430.138894309748,-342.4825952078728,6748.937583041387
29002.11242936449,-985.0732309653462,207.8172194533967,6838.113398892239
29002.11351880193,-529.0219180248123,756.5555376616118,6854.555650708961
29002.11460942469,-66.85435417483862,1297.85322198356,6797.987931131832
29002.1157011431,396.4871157970617,1825.90367714533,6668.926715312834
29002.11679384724,856.0322801751871,2335.026457202265,6468.67986281053
29002.11788740064,1306.835721875127,2819.729039599238,6199.340604275122
29002.11898170104,1744.0572236177,3274.795845780022,5863.752112380061
29002.12007661882,2162.990200351881,3695.31877168207,5465.49015725439
29002.1211720512,2559.135461159816,4076.774173887531,5008.807330683984
29002.12226789081,2928.238051046892,4415.059224377254,4498.594649579355
29002.12336404327,3266.340036314386,4706.542602944675,3940.31971116334
29002.12446042041,3569.820550172137,4948.100581363284,3339.967914716525
29002.12555694503,3835.435675182799,5137.150797071901,2703.973188064541
29002.1266535529,4060.352445753307,5271.678259324376,2039.145055639139
29002.12775020826,4242.179529625316,5350.254920684513,1352.583519443811
29002.128846858,4378.982540470289,5372.048203780685,651.6302028268792
29002.12994349918,4469.312527299438,5336.8306539224,-56.25283567638834
29002.13104007604,4512.208935621281,5244.980821076324,-763.4967251126355
29002.13213658833,4507.218387775834,5097.475571362383,-1462.575235881322
29002.13323303276,4454.391518473859,4895.878092371213,-2146.045777832461
29002.13432938002,4354.285715501617,4642.328315161591,-2806.613349362066
29002.13542562344,4207.957334703835,4339.512075458236,-3437.237258442104
29002.13652171625,4016.958144785465,3990.649311090432,-4031.168799992528
29002.13761761714,3783.316460457537,3599.451276601798,-4582.051420870908
29002.13871330143,3509.511568434768,3170.075526993724,-5083.992213069937
29002.13980867491,3198.470652314496,2707.117160959897,-5531.587303256526
29002.14090367704,2853.514949706515,2215.522235387853,-5920.031462416198
29002.14199821897,2478.340952454178,1700.559918633459,-6245.144736930823
29002.14309220311,2076.977001943045,1167.758833446171,-6503.430436329096
29002.14418551482,1653.743713585103,622.8515195315365,-6692.115610556453
29002.14527804494,1213.198721899584,71.70048881196914,-6809.18967994864
29002.14636968336,760.0885078504426,-479.7637738513245,-6853.425889586574
29002.14736859095,338.2424407939416,-980.041415027893,-6829.658135997833
29002.14844720427,-120.5492595417838,-1510.251687990322,-6735.169140256584
29002.1495343974,-581.7002486588715,-2028.679267424313,-6568.456046269952
29002.15062139754,-1036.575806048062,-2525.417162531918,-6331.656778381203
29002.15170719329,-1479.908004905088,-2994.708672343871,-6027.500222060638
29002.15279162926,-1906.927929175879,-3431.526148575972,-5659.367477643714
29002.15387468811,-2313.109200003062,-3831.265111498448,-5231.297615116286
29002.15495637716,-2694.16805424864,-4189.738401731348,-4747.958105110207
29002.15603674646,-3046.113327498327,-4503.222682061341,-4214.5786371995
29002.15711586915,-3365.278451195946,-4768.485681657081,-3636.896179928533
29002.15819385896,-3648.361392530689,-4982.818722300976,-3021.079128864541
29002.15927083218,-3892.444550376401,-5144.050836739209,-2373.679075824722
29002.16033887969,-4093.671737309699,-5249.98119136604,-1706.652478526073
29002.16141342906,-4252.920344287698,-5301.154874666958,-1017.52040284185
29002.16248832283,-4367.157880861654,-5296.178651599834,-317.3573357204186
29002.16356304448,-4435.098273303819,-5235.081745413506,386.066576280045
29002.16463774256,-4456.048334116454,-5118.52394304804,1085.374000782972
29002.16571260937,-4429.800173513848,-4947.731142539712,1773.262767910252
29002.16678785514,-4356.625282004252,-4724.477164565878,2442.561086946289
29002.16786371177,-4237.26659611358,-4451.060025710424,3086.29818477253
29002.16894057955,-4072.900529184881,-4130.22725733019,3697.848826542565
29002.17001820408,-3865.266485373771,-3765.410403350987,4270.542277954715
29002.17036339175,-3789.98751522361,-3639.92630317376,4444.682640871014
29002.17052940711,-3752.31180845658,-3578.159532601108,4526.721994332424
29002.17064767219,-3724.897363225768,-3533.609560086907,4584.470724810672
29002.17076497726,-3697.236662059904,-3488.976503958104,4641.172145976201
29002.17109426226,-3617.126876211135,-3361.370217385261,4797.199200361597
29002.1716491887,-3474.090016698869,-3138.885154892287,5049.327208860309
29002.17265346108,-3190.807221703849,-2714.357329906144,5469.132913259859
29002.17372648812,-2855.959814872774,-2233.440270474261,5862.179491163164
29002.17480874138,-2488.113824888648,-1724.839237884026,6196.582391621594
29002.17589330404,-2093.099160770278,-1196.863079282091,6465.804446688903
29002.17697937306,-1675.320618899887,-655.4500336555796,6666.583460562114
29002.17806682942,-1239.220777568679,-106.3854864802061,6796.638739227742
29002.17915560443,-789.4312980129429,444.4752058052814,6854.466371091568
29002.1802456299,-330.7396260151249,991.2470239251616,6839.341263116324
29002.18133680414,131.948720763712,1528.062790335345,6751.328516998529
29002.18242902066,593.675708270055,2049.152801729906,6591.288569441521
29002.18352218144,1049.491133515008,2548.914935871501,6360.866040278545
29002.1846161425,1494.485037538637,3021.95270478675,6062.485595309205
29002.18571079512,1923.876240699304,3463.172907977132,5699.30983325068
29002.18680602274,2333.047304676436,3867.822061883449,5275.211932679815
29002.18790169913,2717.595843369137,4231.539961278576,4794.736083087701
29002.18899773724,3073.399972884069,4550.423489302816,4263.024790515085
29002.19009403412,3396.643182006382,4821.049390164522,3685.783751202529
29002.19119050224,3683.866456478098,5040.521176114887,3069.20454763811
29002.19228709822,3932.009849812262,5206.501242405178,2419.876774589794
29002.19338375586,4138.426336420947,5317.220452207702,1744.752996262137
29002.19448042135,4300.919300253595,5371.504001546155,1051.054173122575
29002.19557706167,4417.764619918622,5368.780896945576,346.1853626565468
29002.19667365342,4487.724345298096,5309.085714414801,-362.3369154725772
29002.19777019819,4510.05777999256,5193.053844063812,-1066.974111770439
29002.19886666821,4484.526310382773,5021.918435799467,-1760.209690171995
29002.19996305365,4411.398138267485,4797.494018514427,-2434.658360050462
29002.20105933367,4291.445400968941,4522.161137634853,-3083.125241459815
29002.20215547028,4125.939469124722,4198.845910137527,-3698.679326415651
29002.20325145404,3916.631396551844,3830.976563418805,-4274.752613620741
29002.20434723304,3665.745567243503,3422.469655886461,-4805.17090412978
29002.20544275312,3375.952884956512,2977.679563288157,-5284.244734209946
29002.20653795448,3050.343807760081,2501.353976573788,-5706.829700158985
29002.20763274356,2692.405966056058,1998.597324434956,-6068.374782937255
29002.2087270262,2305.97923874397,1474.803291208811,-6364.989663061646
29002.20982069993,1895.216929169715,935.5997663636784,-6593.486748517189
29002.21091365275,1464.541712248783,386.7882787010263,-6751.419395769105
29002.21200576937,1018.595047865797,-165.7230325081539,-6837.113266401625
29002.21230344009,894.9596683637569,-316.2584143411709,-6847.811456615498
29002.21250455656,811.0193436249127,-417.8304646925229,-6851.955297262748
29002.21270941815,725.2139132720795,-521.1380241863313,-6853.616206292444
29002.21292704151,633.7651576497176,-630.665458683722,-6852.548681685446
29002.21358199897,357.0749465597715,-958.494346758125,-6831.732380983258
29002.21460855076,-78.95617968689075,-1464.415682180262,-6746.090517037874
29002.2156895262,-537.2154774812609,-1982.072013360229,-6586.663967164071
29002.21677590301,-992.0584825872695,-2481.284921388515,-6356.403078235891
29002.21786169167,-1436.093900253678,-2953.811536229151,-6058.411782133495
29002.21894619083,-1864.312339915342,-3394.327002979612,-5696.089985783917
29002.2200293146,-2272.145427813322,-3798.155704333202,-5273.431650826655
29002.22111107396,-2655.292159400514,-4161.067061372346,-4795.045250417107
29002.22219151252,-3009.735932151183,-4479.287397442746,-4266.111178516431
29002.22327071719,-3331.786836211272,-4749.536757256305,-3692.312710795388
29002.22434876508,-3618.101174908925,-4969.044729599686,-3079.798207604619
29002.2254258125,-3865.737410081277,-5135.593737214605,-2435.063121480423
29002.22650533503,-4072.729352207326,-5247.775677655392,-1762.821819968396
29002.22758123144,-4235.742110922712,-5303.807470381379,-1074.043853997665
29002.22865631251,-4353.715082789456,-5303.554787633868,-374.3657869584342
29002.22973111206,-4425.514444684904,-5247.092938547861,329.1081024507111
29002.23080583467,-4450.420165440361,-5135.042288232167,1029.035325177849
29002.23188071534,-4428.187608337631,-4968.581465446974,1718.135158276691
29002.23295598154,-4359.045675443667,-4749.436016091321,2389.234039309698
29002.23403182937,-4243.698450972195,-4479.869287367857,3035.320703835916
29002.23510868743,-4083.279464541478,-4162.583431443204,3649.763932398618
29002.23618628081,-3879.489040939161,-3800.97808498084,4225.850955039621
29002.23666423886,-3775.810758191164,-3627.468819271448,4467.358933064304
29002.23679093143,-3747.001663994455,-3580.195372895391,4529.832355669596
29002.23690318688,-3721.017559774487,-3537.871282856074,4584.632014195788
29002.23701833393,-3693.920465143821,-3494.035143681178,4640.295010716479
29002.2373565101,-3611.773401903739,-3362.874007105258,4800.499917548657
29002.23832477536,-3356.101595850537,-2968.470276870452,5230.953123789232
29002.23939281275,-3041.055702372507,-2504.267354109912,5653.858308537516
29002.24047385569,-2690.197759471109,-2008.086743822145,6022.259899400061
29002.24155762389,-2309.944441113021,-1489.373102298687,6327.582275893466
29002.2426429661,-1904.628494678312,-954.1015311788705,6566.018181975475
29002.24372973102,-1478.563007166842,-407.9991880705817,6734.869757618804
29002.24481786522,-1036.260377358215,143.1242612361957,6832.216197264155
29002.24590729955,-582.4228349607251,693.3860226986765,6856.90388355807
29002.24699794452,-121.8939291226341,1236.892072703202,6808.564213610596
29002.24808969689,340.3967996869068,1767.805609277347,6687.623277687495
29002.24918243764,799.4873156083224,2280.411393817563,6495.302061527654
29002.25027604537,1250.443932800446,2769.186453545786,6233.604413395873
29002.25137040262,1688.418832226664,3228.86446854526,5905.293542513813
29002.25246539002,2108.701473029333,3654.491641599711,5513.862658409762
29002.25356088043,2506.769046491588,4041.480203737377,5063.499600793192
29002.25465677239,2878.348698579792,4385.670968163755,4559.02633743995
29002.25575296606,3219.454624744215,4683.368517836958,4005.852390369245
29002.25684937583,3526.435154661176,4931.384331923205,3409.908209185845
29002.25794592385,3796.009196290109,5127.067753697835,2777.581630954556
29002.25904255305,4025.303310892636,5268.334648936504,2115.639206745183
29002.26013921472,4211.877211566001,5353.684372139012,1431.158458728374
29002.26123586113,4353.74765488714,5382.213965663898,731.4560017876465
29002.26233248121,4449.411949027895,5353.62589216588,23.98604996601533
29002.26342904855,4497.855021155006,5268.227223880977,-683.7058176374857
29002.26452555035,4498.562846581621,5126.926011338805,-1384.080488790825
29002.26562197198,4451.52594888574,4931.221531842461,-2069.674516154518
29002.2667182776,4357.24200311353,4683.193936985063,-2733.16698109344
29002.26781447298,4216.705739423116,4385.468851060138,-3367.494555348872
29002.26891051382,4031.407237179968,4041.211438673843,-3965.871076296244
29002.27000636719,3803.3124281893,3654.080783012804,-4521.897270952487
29002.27110198947,3534.845925511651,3228.197961886238,-5029.616748389612
29002.27219731873,3228.86963871433,2768.107699041243,-5483.578656534616
29002.27329228432,2888.652282803747,2278.728328736749,-5878.903927109997
29002.27438679864,2517.838588249616,1765.304076185098,-6211.338288688417
29002.27548076151,2120.410590246093,1233.347898128031,-6477.30480024635
29002.27657405755,1700.64666989916,688.5834744415569,-6673.947181349006
29002.27766658635,1263.063541219564,136.867409963143,-6799.169516950217
29002.27831228056,997.810260709856,-190.2658318087134,-6839.048282441813
29002.27861428295,872.4079475622282,-343.1023096675477,-6848.922707502178
29002.27871755196,829.3582162289318,-395.306354044269,-6851.012205520846
29002.27881986203,786.6300722127027,-446.9884018756942,-6852.434927249631
29002.27891552444,746.6113755542627,-495.2745400119572,-6853.182068008329
29002.27924817448,606.9973347166897,-662.8397758097609,-6851.391160002619
29002.2801333054,232.9462768524788,-1105.053608409465,-6813.432061443962
29002.2811965063,-218.2877756893938,-1625.680144901128,-6704.337140938188
29002.28228149288,-676.4463974287013,-2139.894093682289,-6522.541051111023
29002.28336790481,-1128.011237546933,-2632.025911658446,-6270.961487479953
29002.28445326387,-1567.128171622635,-3095.65501197296,-5952.667836829809
29002.28553727573,-1989.017111106472,-3525.751677570017,-5571.21946152177
29002.28661990771,-2389.202834210716,-3917.779623226636,-5130.802225648289
29002.28770118264,-2763.473795985659,-4267.64238157534,-4636.208200931487
29002.28878115827,-3107.915673193708,-4571.712535145744,-4092.780612036036
29002.28985993181,-3418.949949826683,-4826.864508636886,-3506.346428383885
29002.29093760835,-3693.358120854599,-5030.493540835008,-2883.166085752859
29002.29201433325,-3928.320447675415,-5180.544735396798,-2229.846592243479
29002.29308987766,-4121.37141960295,-5275.498231888507,-1553.532066171109
29002.29416516792,-4270.682143077511,-5314.497442198956,-860.8615741676712
29002.29524008626,-4374.672515919269,-5297.148684048771,-159.2800760332592
29002.29631481986,-4432.288098180873,-5223.669227542514,543.8735364414395
29002.29738956279,-4442.949236259952,-5094.848667240009,1241.255655148033
29002.29846454307,-4406.553081615538,-4912.033185061266,1925.607873891357
29002.29953996855,-4323.471743074846,-4677.116229681707,2589.792414818121
29002.30061576898,-4194.588456349402,-4392.597977861297,3226.714238972882
29002.30169262036,-4021.159287144857,-4061.282712451008,3829.991790224366
29002.30277050277,-3804.967470582155,-3686.626260118808,4393.161622427363
